Name;NK0HR1;NK0HR2;NK0HR3;NK42DR1;NK42DR2;NK42DR3;NL0HR1;NL0HR2;NL0HR3;NL42DR1;NL42DR2;NL42DR3
FvH4_5g33800;761;756;593;746;831;844;12;15;31;21;35;39
FvH4_2g16000;88;50;45;76;34;66;811;374;217;291;136;409
FvH4_2g18660;203;211;159;165;117;174;108;59;47;43;43;74
FvH4_4g06460;1386;1361;1168;2286;2357;2799;1251;1157;1068;2057;1932;2769
FvH4_1g16261;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g16260;259;271;256;210;166;240;336;232;230;363;229;417
FvH4_3g06480;2096;2178;2057;2767;2139;2790;1761;1153;910;2022;1385;2148
FvH4_2g04020;70;66;72;100;76;105;279;214;229;350;441;413
FvH4_1g04270;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g31620;4;3;2;0;0;0;0;0;0;0;0;0
FvH4_1g04271;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g31621;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g21810;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g06680;277;264;261;382;316;405;218;151;184;222;241;267
FvH4_1g28260;1416;1443;1401;1992;1652;2172;647;601;550;1455;1275;1684
FvH4_3g06470;167;154;166;206;184;254;536;593;456;549;494;666
FvH4_2g18651;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g18650;748;822;743;953;860;976;1132;1086;955;763;1068;1167
FvH4_4g06450;113;123;109;92;106;110;166;146;121;137;122;155
FvH4_1g16250;1344;1318;1228;1036;1004;1365;888;535;511;707;403;790
FvH4_4g18430;0;0;0;0;0;0;0;0;0;2;0;0
FvH4_1g04272;0;0;0;0;0;0;0;0;0;3;0;0
FvH4_2g04031;0;1;0;0;0;0;1;0;0;2;0;0
FvH4_2g04030;0;0;0;0;1;0;0;0;0;1;1;1
FvH4_2g28000;1195;1097;1027;668;553;648;1261;1068;1016;880;778;1036
FvH4_5g21800;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g31650;236;223;210;114;50;129;211;28;36;243;8;123
FvH4_3g06460;103;65;63;70;27;63;38;12;5;83;7;58
FvH4_2g18680;712;629;669;610;504;706;556;456;431;438;364;574
FvH4_2g16020;2;6;8;7;7;4;0;0;0;0;0;0
FvH4_4g06440;1777;1363;1813;1806;1008;1709;2688;3073;3491;734;348;879
FvH4_1g28230;235;252;225;184;291;221;359;379;362;145;357;263
FvH4_4g18420;1787;1715;1723;3350;2406;3548;1235;922;788;2357;1805;2983
FvH4_2g06690;0;0;0;0;0;0;0;0;0;1;0;0
FvH4_3g18410;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g18411;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g04290;2156;2332;2104;2650;2280;2768;1336;1310;1372;1660;1187;2121
FvH4_2g31640;77;94;80;49;60;72;423;317;236;640;315;633
FvH4_1g28240;573;510;466;532;455;570;571;499;385;296;336;365
FvH4_3g06450;11;9;7;13;10;14;17;22;18;61;40;73
FvH4_c1g00140;5;6;3;13;3;7;14;7;6;6;4;14
FvH4_2g16010;92;73;99;118;115;182;2095;1902;1901;1416;1930;2028
FvH4_5g08840;28;31;26;31;31;54;17;7;16;10;8;12
FvH4_2g16011;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g18670;10;11;6;9;5;17;4;14;4;13;13;21
FvH4_1g16271;3;5;6;13;4;9;0;0;0;0;0;0
FvH4_4g06430;918;835;771;502;368;564;635;454;491;634;360;743
FvH4_1g16270;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g06431;0;0;0;0;0;0;0;0;0;0;1;0
FvH4_5g08848;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g18410;33;29;37;44;36;40;20;6;15;12;1;9
FvH4_5g08847;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g08846;0;0;1;0;1;0;0;0;0;0;0;0
FvH4_5g08845;3;2;0;1;0;4;2;0;1;0;2;1
FvH4_3g18421;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g08844;53;51;51;27;27;26;29;26;21;27;10;17
FvH4_3g18420;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g08843;13;10;13;14;8;10;7;4;5;4;1;3
FvH4_5g08842;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g08841;2;1;2;3;1;1;0;0;0;0;0;0
FvH4_4g21890;1137;998;960;1029;949;1342;824;667;629;810;663;1034
FvH4_7g33593;64;60;67;104;65;79;36;30;35;26;15;27
FvH4_7g33590;327;296;354;375;290;374;256;222;198;241;190;280
FvH4_7g33591;42;41;45;57;32;31;7;5;5;5;17;17
FvH4_7g33592;10;13;9;10;3;8;3;1;7;2;1;2
FvH4_1g16100;1183;1112;1141;1434;1157;1567;828;730;630;1238;917;1534
FvH4_1g16104;68;83;109;18;21;55;208;123;81;14;1;19
FvH4_1g16103;181;155;225;76;69;117;116;56;39;18;6;25
FvH4_1g18760;518;447;437;588;415;540;852;778;638;975;1074;1186
FvH4_1g16102;1;0;1;0;0;0;156;172;157;0;4;4
FvH4_1g16101;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g06260;581;526;602;459;323;381;271;226;162;190;317;299
FvH4_4g33881;101;82;80;59;45;68;23;0;0;17;0;8
FvH4_4g33880;845;657;748;571;396;703;258;221;208;280;219;344
FvH4_6g08500;1883;1479;1885;1063;806;1458;3273;3048;2837;1887;1753;1988
FvH4_1g06780;5207;5044;4937;7226;5302;6785;3548;2332;1801;5283;3148;5394
FvH4_4g18241;764;734;752;713;659;789;649;557;417;598;577;776
FvH4_1g04120;229;209;201;222;159;235;169;166;152;192;182;277
FvH4_4g18240;935;862;828;1045;879;1173;602;511;546;746;647;963
FvH4_4g21880;1;1;0;0;0;0;0;2;3;5;9;4
FvH4_4g21881;0;0;0;0;0;0;0;0;1;0;0;0
FvH4_7g33580;103;82;82;66;46;88;11;10;6;6;23;24
FvH4_1g18750;30;29;21;45;49;42;0;0;0;2;1;1
FvH4_4g33890;143;98;88;19;30;32;121;119;86;13;68;33
FvH4_4g31230;1190;1024;980;652;629;978;797;765;676;357;366;328
FvH4_1g28100;389;403;413;470;374;592;490;303;253;719;534;852
FvH4_1g06770;4;2;5;0;5;1;0;0;0;0;0;0
FvH4_4g18230;149;152;179;213;182;203;88;64;56;288;128;353
FvH4_1g04110;47;37;39;35;33;42;41;38;27;23;3;21
FvH4_4g21870;126;121;123;207;134;216;3269;1987;1725;5323;3632;5771
FvH4_1g16120;7;0;6;0;0;2;3;0;0;0;0;0
FvH4_4g06240;666;722;637;819;805;882;586;634;568;571;690;781
FvH4_4g31240;52;71;51;50;46;50;5;3;1;7;9;5
FvH4_6g08520;2;1;0;7;3;8;0;0;0;0;0;0
FvH4_1g04140;2;5;2;2;2;0;175;136;110;171;181;233
FvH4_2g41182;1817;1481;1395;1070;1039;1150;680;658;604;440;481;593
FvH4_4g18220;216;203;248;383;344;424;237;187;157;411;343;597
FvH4_2g41180;153;149;133;127;119;148;798;657;552;888;982;1279
FvH4_2g41181;46;45;33;41;59;57;43;34;47;48;105;73
FvH4_1g06790;445;449;414;580;412;582;399;305;308;600;455;737
FvH4_4g21860;281;237;259;577;434;605;1407;1061;1093;4273;3974;5289
FvH4_1g18770;690;726;612;717;545;703;469;310;268;383;216;465
FvH4_4g08890;326;275;297;188;204;266;266;194;251;171;121;182
FvH4_4g31250;130;151;139;70;88;70;113;104;81;26;92;45
FvH4_4g06230;132;153;194;185;125;195;552;334;325;562;370;632
FvH4_6g08510;302;260;279;302;274;370;219;265;265;194;217;282
FvH4_4g18210;296;317;265;132;45;151;156;17;11;218;7;115
FvH4_1g04130;345;395;290;267;274;301;140;126;103;116;69;116
FvH4_4g18280;3;0;4;0;1;0;0;0;0;0;0;0
FvH4_6g21511;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g21510;481;460;419;236;171;238;280;106;82;132;12;99
FvH4_3g06400;99;92;79;111;99;98;31;35;30;30;19;49
FvH4_4g33840;1;0;0;1;1;0;0;2;0;0;0;2
FvH4_1g06740;88;82;83;137;128;168;37;45;41;37;47;55
FvH4_2g41160;531;547;523;683;582;746;1634;1477;1358;1613;2264;2265
FvH4_4g18271;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g18270;5;4;4;4;7;4;1;1;1;3;0;3
FvH4_6g21520;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g16190;23;27;20;253;266;179;25;9;21;11;121;75
FvH4_1g18710;3304;3627;3142;4510;3832;4762;2165;1443;1197;2552;720;2381
FvH4_4g06290;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g33850;1205;1042;1064;920;708;929;335;269;285;240;175;269
FvH4_6g33500;438;448;400;414;289;394;207;171;133;181;159;198
FvH4_6g08532;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g06730;737;682;605;728;576;730;754;586;554;378;389;470
FvH4_6g21530;120;91;107;78;76;117;183;119;113;276;222;338
FvH4_6g08531;1;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g08530;43;16;37;68;99;95;0;0;0;2;1;0
FvH4_2g28171;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g28170;0;0;1;0;0;0;0;0;0;0;2;0
FvH4_2g41170;568;514;536;605;419;677;422;375;295;532;370;649
FvH4_4g18260;5;4;4;2;2;1;0;0;0;0;0;0
FvH4_1g18741;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g06280;176;154;163;145;158;179;92;94;95;71;64;101
FvH4_1g18740;2;2;3;0;1;0;0;0;0;0;0;0
FvH4_4g06281;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g41140;5584;5218;4930;5172;4288;5348;5279;3267;2810;2933;1811;3450
FvH4_1g06766;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g33860;1488;1517;1512;1685;1405;1811;1047;859;814;1038;765;1377
FvH4_4g31200;6;9;1;3;6;6;2;1;0;1;0;0
FvH4_1g04100;5;4;1;4;1;0;3;0;2;0;0;1
FvH4_1g06763;35;42;35;127;104;137;49;48;53;134;110;128
FvH4_1g06762;0;3;0;1;1;2;4;3;5;0;1;2
FvH4_1g06765;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g06764;3;2;0;5;3;4;0;1;2;3;2;4
FvH4_1g06761;9;10;15;10;15;13;15;23;15;11;7;9
FvH4_6g08560;22;20;20;22;12;30;5;8;2;2;1;5
FvH4_1g06760;241;279;313;331;277;408;369;375;400;353;146;359
FvH4_4g18261;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g21500;0;0;0;0;0;0;0;0;1;1;0;0
FvH4_1g18730;10;6;3;2;0;3;0;0;0;0;0;0
FvH4_4g06270;1857;1680;1700;2403;1869;2225;1530;1217;1074;1850;1606;2058
FvH4_4g33870;313;250;235;199;137;263;120;70;41;173;67;179
FvH4_4g31210;153;233;155;688;943;689;411;455;415;661;1408;939
FvH4_4g31211;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g41150;302;315;282;173;76;162;259;46;45;214;107;204
FvH4_1g06750;0;0;0;0;0;0;0;0;0;0;3;0
FvH4_4g18250;2897;2924;2702;2461;1767;2634;1493;1035;927;1461;732;1531
FvH4_6g33540;1617;1405;1438;1815;1417;2047;1005;1030;768;989;662;1140
FvH4_7g21520;0;0;1;0;0;1;0;0;0;0;0;0
FvH4_1g06700;93;82;90;79;46;83;26;16;28;77;29;66
FvH4_5g31270;1953;1863;1742;2166;1444;2078;767;478;414;1009;449;1021
FvH4_5g18290;46;55;55;23;21;25;83;82;51;11;6;9
FvH4_6g45530;582;527;543;426;349;486;382;284;232;293;269;372
FvH4_6g21560;2340;2100;2005;1575;1480;1767;1507;1167;1005;1162;1386;1635
FvH4_7g33500;3921;3456;3637;5403;3725;5332;2713;1560;1188;3778;2256;3965
FvH4_7g08560;226;264;221;372;250;435;3396;185;271;2786;259;2246
FvH4_2g06802;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g33550;917;878;842;1896;2011;1861;1121;848;853;754;865;1078
FvH4_7g21512;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g06800;271;245;247;194;162;206;267;226;194;184;219;244
FvH4_7g21511;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g06801;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g21510;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g45520;1541;1434;1354;2184;1450;2205;761;554;503;677;567;779
FvH4_6g45521;1851;1283;1772;1264;524;1027;62;37;69;65;44;111
FvH4_6g21570;539;481;505;411;299;467;436;329;334;319;261;414
FvH4_6g08570;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g33530;94;97;95;150;147;130;211;223;224;476;459;559
FvH4_6g45500;55;46;62;56;44;67;39;37;14;81;88;90
FvH4_7g08570;25;18;9;12;4;5;10;5;7;1;6;3
FvH4_5g06290;47;40;32;32;24;44;78;60;59;137;132;139
FvH4_6g33520;101;110;91;374;334;355;44;74;84;85;117;142
FvH4_5g31254;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31255;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31252;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31253;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g21550;2472;2139;1928;740;644;829;1534;1392;1212;251;381;347
FvH4_5g31250;240;250;215;499;376;543;1196;742;732;3029;1818;3342
FvH4_6g33511;71;78;60;167;175;257;533;594;576;636;657;851
FvH4_5g31251;1;0;1;0;1;1;2;0;0;4;0;5
FvH4_6g33510;31;38;24;35;45;45;41;29;48;77;38;79
FvH4_6g21540;0;3;2;13;9;14;2;3;5;2;8;9
FvH4_6g21541;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g18800;1241;1051;1076;1298;1150;1419;823;1146;971;606;1213;1122
FvH4_5g18270;82;79;83;101;88;98;109;132;107;210;380;327
FvH4_1g06720;4365;4157;3772;2946;2255;2985;2633;2518;2284;1630;1863;2122
FvH4_6g45510;401;303;354;368;313;418;249;225;227;161;152;189
FvH4_7g33520;10;14;2;2;1;0;3;1;0;1;0;0
FvH4_4g18290;40;61;27;13;8;18;3;0;1;2;0;7
FvH4_7g08580;14;10;14;1;5;4;0;1;0;0;0;0
FvH4_7g08581;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g33530;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g06820;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g21531;113;109;129;225;164;240;67;53;40;219;98;211
FvH4_7g21530;9;2;1;9;20;14;0;0;0;0;0;1
FvH4_7g21532;135;114;107;177;107;210;76;42;47;51;52;122
FvH4_6g33521;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g06710;10;9;4;0;4;0;3;1;1;2;3;1
FvH4_5g18280;173;185;239;127;68;186;73;9;19;118;2;56
FvH4_6g21550;372;407;374;858;773;898;1647;1473;1245;1725;2446;2575
FvH4_6g08591;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g08590;0;0;0;0;0;0;0;0;1;0;0;1
FvH4_7g33550;38;31;21;71;54;81;6347;6392;5872;4296;8395;6135
FvH4_3g43390;458;367;341;641;567;689;380;120;143;215;77;208
FvH4_7g08590;156;126;126;73;40;65;15765;9822;8675;10657;2676;10508
FvH4_7g21571;0;1;3;2;1;2;0;0;1;0;0;1
FvH4_7g21570;10;5;19;7;7;6;2;10;2;15;7;5
FvH4_6g45570;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g33540;2387;2235;2262;3384;3531;3255;1539;1926;1984;912;1950;1415
FvH4_6g33591;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g33590;1583;1580;1331;2023;1384;1940;2340;1514;1153;584;1172;1108
FvH4_6g33593;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g33592;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g21560;3;13;6;4;1;7;11;10;11;1;6;8
FvH4_6g45560;0;0;0;0;0;0;2;0;0;0;0;1
FvH4_4g31270;704;667;637;565;446;609;599;415;365;446;367;494
FvH4_7g33570;165;195;190;123;72;156;81;11;13;126;2;58
FvH4_6g33561;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g33560;134;133;116;154;175;244;850;704;639;463;433;638
FvH4_7g21590;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31290;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g45551;1;5;3;4;2;1;0;0;0;1;0;0
FvH4_6g21580;36;40;40;47;42;78;22;8;7;31;20;33
FvH4_4g31280;6;1;4;5;6;21;59;11;12;47;52;66
FvH4_6g45550;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g33560;4;1;3;1;0;2;12;10;13;7;26;11
FvH4_7g33561;742;689;648;425;465;527;355;369;331;348;267;363
FvH4_6g33570;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31283;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31284;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31281;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g21580;2;8;7;1;2;6;0;2;1;0;3;4
FvH4_5g31282;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31280;0;0;0;0;0;0;22;41;32;2;0;1
FvH4_4g31290;274;239;265;334;305;389;161;53;59;98;20;93
FvH4_4g31291;10;15;16;8;6;9;18;15;19;6;5;15
FvH4_6g21590;192;126;117;108;97;103;110;91;79;64;57;62
FvH4_5g31300;638;645;562;636;636;752;487;464;412;486;384;592
FvH4_5g31301;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31310;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g33970;2093;1876;1852;1100;1026;1389;550;520;456;453;330;530
FvH4_6g45490;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g31370;42;37;27;30;26;44;67;26;43;29;25;22
FvH4_5g06350;615;617;644;826;771;807;15004;12599;11149;9613;14676;13549
FvH4_2g18740;55;51;58;153;162;201;33;11;23;36;42;30
FvH4_3g31373;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g31374;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g31371;11;22;19;7;8;6;10;6;12;6;5;11
FvH4_3g31372;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g21990;24;13;23;27;17;20;4;1;2;13;2;10
FvH4_2g31700;290;196;171;56;33;50;27;18;18;7;4;7
FvH4_2g31701;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g21972;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g04100;0;1;0;0;0;0;0;0;0;0;0;0
FvH4_5g18340;232;161;225;118;105;154;225;83;50;107;8;99
FvH4_2g06760;133;97;114;119;92;169;345;305;325;447;423;493
FvH4_3g43340;187;171;187;127;48;131;104;9;5;182;3;75
FvH4_3g43342;46;46;36;27;45;44;38;41;34;7;17;21
FvH4_3g43341;78;74;79;64;42;70;30;43;34;13;22;17
FvH4_3g43343;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g33960;105;103;83;69;69;65;14;13;15;16;20;16
FvH4_6g45480;440;438;399;647;557;702;414;433;360;838;616;959
FvH4_5g06360;507;478;574;716;590;847;508;401;381;583;665;810
FvH4_5g06361;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g18730;1082;1036;947;991;800;1139;766;551;457;663;518;814
FvH4_3g06390;932;928;818;1171;1237;1251;570;585;653;673;695;896
FvH4_3g31360;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g31361;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g21980;60;79;55;128;149;123;0;2;1;0;0;4
FvH4_2g31730;1811;1694;1655;1727;1511;1715;1305;1192;1149;1010;1302;1359
FvH4_5g18310;35;27;35;21;14;22;17;14;7;12;5;12
FvH4_2g06770;63;38;33;270;176;154;6;6;13;0;3;3
FvH4_2g04110;459;553;521;505;544;725;306;274;244;316;343;411
FvH4_3g43370;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g33481;1;2;0;1;0;0;0;0;0;3;0;1
FvH4_6g33480;1;1;0;0;0;2;0;0;0;0;0;0
FvH4_2g18761;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g33950;9;5;9;7;4;3;1;1;1;0;2;0
FvH4_2g18760;0;0;0;0;0;0;0;1;0;0;1;0
FvH4_5g06330;187;186;204;216;144;215;60;64;33;235;151;240
FvH4_3g06380;129;142;133;33;18;28;65;34;23;53;13;48
FvH4_5g08990;446;417;428;431;345;462;339;209;166;462;265;537
FvH4_2g16100;4;4;7;7;1;4;0;0;0;0;0;1
FvH4_2g18762;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g31390;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g45470;172;141;169;133;104;119;138;79;74;146;40;145
FvH4_5g21970;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g21971;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g04120;38;42;51;38;41;45;14;26;24;19;60;20
FvH4_5g18320;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g33490;0;0;0;2;0;2;0;0;0;0;1;0
FvH4_2g31720;1181;1078;967;1111;1080;1170;2154;1569;1554;1683;1827;2370
FvH4_5g18321;341;263;220;101;43;83;6;10;0;30;0;27
FvH4_2g06780;14;14;8;52;58;35;0;0;1;1;1;3
FvH4_2g06781;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g33930;117;139;151;101;95;150;37;65;70;60;35;59
FvH4_2g18750;68;55;50;24;26;42;59;27;21;43;4;25
FvH4_5g06340;624;584;562;465;376;520;432;364;322;480;421;585
FvH4_3g31380;96;93;77;102;73;107;64;99;82;68;94;71
FvH4_3g06370;312;291;316;342;438;374;474;399;401;443;357;631
FvH4_3g31381;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g31384;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g31385;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g31382;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g31383;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g31710;148;120;117;73;72;97;105;49;67;105;97;134
FvH4_6g45460;0;0;0;0;0;1;0;0;0;0;0;1
FvH4_3g31386;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g45461;1661;1851;1732;1464;1277;1481;2567;2175;2006;2335;2218;3117
FvH4_5g21960;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g18370;67;56;72;54;62;61;31;31;16;16;19;14
FvH4_3g45970;3;5;0;4;3;4;9;1;1;2;0;1
FvH4_5g06390;138;104;70;35;26;49;98;103;50;71;30;108
FvH4_2g06710;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g06711;131;139;119;222;162;220;125;90;89;150;117;175
FvH4_3g43310;311;295;257;366;340;342;117;84;76;39;92;69
FvH4_7g08510;108;88;74;10;11;18;8;13;6;16;5;11
FvH4_5g31351;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31350;71;69;62;102;57;81;1;3;0;0;1;2
FvH4_5g06391;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g06392;222;178;191;328;321;327;660;1388;1067;299;640;304
FvH4_4g08920;4;1;0;1;2;2;221;160;130;271;692;460
FvH4_3g31330;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g18701;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g33990;175;196;162;200;190;246;102;108;83;242;203;289
FvH4_2g18700;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g08921;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g06720;135;125;124;136;106;167;154;103;109;155;105;193
FvH4_3g18360;179;160;164;257;221;282;160;139;122;162;126;200
FvH4_3g45960;438;487;460;649;555;722;287;251;277;431;438;646
FvH4_3g43300;80;47;64;43;47;64;652;1143;877;331;876;391
FvH4_7g08520;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g08521;0;1;0;0;0;6;1;0;2;0;1;0
FvH4_7g08522;6;7;7;6;8;5;8;3;4;2;4;4
FvH4_7g08523;84;94;78;85;78;87;53;43;44;48;20;62
FvH4_5g31342;0;0;0;0;3;0;0;0;0;0;0;0
FvH4_5g31340;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31341;0;0;0;0;1;0;1;3;0;0;1;1
FvH4_4g08911;1;4;0;3;0;2;1;1;2;1;2;2
FvH4_5g18380;1890;1769;1679;2415;1802;2550;1568;1141;994;1321;803;1544
FvH4_4g08910;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g06730;1553;1494;1461;726;562;820;1460;1009;880;1035;515;1184
FvH4_2g06731;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g18371;8;26;11;41;46;66;360;44;16;653;424;783
FvH4_3g18370;16;25;18;92;63;97;113;36;30;749;633;1045
FvH4_5g18350;981;1045;829;1051;1075;1102;485;445;514;353;433;520
FvH4_3g45990;3263;2760;2777;4489;3460;4505;2474;1847;1608;1911;1599;2361
FvH4_3g43330;0;0;0;0;0;0;0;0;0;1;0;0
FvH4_7g21500;130;107;110;54;40;91;12;2;3;5;0;6
FvH4_5g31330;777;668;709;609;538;785;1111;409;451;808;246;717
FvH4_5g33990;1;2;1;2;1;10;943;934;912;978;1456;1469
FvH4_2g18720;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g06370;0;2;1;3;1;3;6;2;1;1;0;3
FvH4_3g31351;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g08900;590;443;532;376;265;405;978;1121;966;495;581;472
FvH4_3g31350;3;2;2;0;0;1;1;1;2;0;1;0
FvH4_4g08902;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g08901;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g06740;24;13;18;13;14;12;34;9;5;10;1;9
FvH4_7g08540;183;169;162;116;103;133;64;48;54;55;37;70
FvH4_3g18380;43;58;52;91;100;94;221;47;34;70;510;457
FvH4_5g18360;611;517;549;502;368;546;605;462;394;309;196;408
FvH4_3g18382;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g18381;0;0;0;0;0;1;0;0;0;2;0;0
FvH4_3g43320;59;59;40;35;12;34;22;16;9;58;27;36
FvH4_3g45980;0;1;1;5;1;1;46;26;22;11;7;20
FvH4_5g33980;10;22;4;13;28;8;443;481;407;116;341;250
FvH4_2g18710;994;921;852;1247;990;1392;765;685;628;857;650;976
FvH4_5g06380;396;391;372;351;317;408;270;190;154;414;322;458
FvH4_3g31340;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g18383;3;4;0;48;64;27;0;0;0;5;2;2
FvH4_2g18711;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g28170;2;1;3;0;2;1;1;2;1;0;0;1
FvH4_3g33942;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g31790;105;96;82;104;68;120;103;31;33;141;18;74
FvH4_5g21900;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g21901;12;11;15;25;21;22;12;3;6;37;4;105
FvH4_3g08980;3;5;1;4;9;5;115;56;57;58;25;60
FvH4_3g21960;2;2;2;19;5;25;7;0;2;9;0;3
FvH4_3g21961;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g33910;6;3;4;1;3;4;471;949;668;15;84;72
FvH4_2g16160;58;72;67;85;47;108;52;33;24;83;19;71
FvH4_3g45930;1788;1683;1645;1689;2442;2058;969;1008;853;827;896;1206
FvH4_3g45931;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g06320;0;0;0;2;0;0;0;0;0;1;0;0
