Name;NK0HR1;NK0HR2;NK0HR3;NK42DR1;NK42DR2;NK42DR3;NL0HR1;NL0HR2;NL0HR3;NL42DR1;NL42DR2;NL42DR3
FvH4_1g06540;756;661;628;558;506;622;487;390;356;354;256;387
FvH4_7g33340;68;61;57;80;95;95;201;167;151;32;107;94
FvH4_4g21640;1316;1128;1196;998;710;1161;1805;3061;2687;727;815;1074
FvH4_1g18510;2143;1919;1698;1007;638;972;1362;1151;898;1754;1602;2173
FvH4_1g18511;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g18512;3238;3252;3084;2294;1942;2421;1261;1329;1285;1110;1071;1339
FvH4_4g08670;602;515;608;739;654;868;506;482;393;566;347;739
FvH4_3g18600;4424;4324;3904;4690;3640;4694;3244;3133;2698;4968;5773;6232
FvH4_4g33650;53;54;50;71;53;63;39;29;26;33;12;27
FvH4_4g06010;824;681;763;1054;778;1083;464;350;318;939;591;1126
FvH4_6g08730;350;309;309;160;98;124;250;75;69;70;14;61
FvH4_7g21360;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g06530;276;312;320;271;227;302;152;85;68;138;38;138
FvH4_7g33370;0;0;0;2;0;0;0;0;0;0;0;0
FvH4_1g18540;157;137;133;74;89;101;166;105;96;95;87;131
FvH4_4g08661;0;0;0;0;0;1;0;0;0;0;0;0
FvH4_4g08660;35;29;39;29;24;25;27;26;18;22;24;22
FvH4_4g33660;185;202;191;283;231;321;417;277;314;336;321;386
FvH4_4g06000;2;3;4;19;6;14;0;1;1;7;0;9
FvH4_4g08663;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g31000;33;40;22;30;19;26;0;0;0;0;0;0
FvH4_4g08662;0;0;2;3;4;1;0;0;0;0;2;3
FvH4_7g21390;1089;1069;1033;1125;996;1132;891;715;635;727;736;1031
FvH4_6g08760;2214;2309;2059;1953;2060;2283;1012;857;929;712;409;776
FvH4_4g21621;0;0;0;1;0;0;0;0;0;0;0;0
FvH4_4g21622;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g06100;1431;1492;1421;884;658;868;3417;3382;2872;398;813;655
FvH4_1g06560;0;0;0;0;0;1;32;164;79;32;97;38
FvH4_3g18610;54;46;49;71;42;80;194;168;138;507;408;651
FvH4_6g21700;7060;6495;6551;9653;7718;9654;5147;3041;2432;6767;4019;7179
FvH4_4g21620;8;7;5;27;16;10;3;1;2;1;0;3
FvH4_7g33360;33;19;39;20;19;30;20;14;15;9;12;17
FvH4_7g33361;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g18530;2976;2912;2593;1783;1690;1926;1577;1738;1381;931;1710;1254
FvH4_4g33670;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g18622;0;2;0;2;0;3;0;0;5;0;0;3
FvH4_4g08650;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g31010;23;15;21;17;2;7;0;0;0;0;0;1
FvH4_4g33671;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g21380;5393;4916;4792;7514;4795;6618;3767;2079;1767;5281;3190;5338
FvH4_4g08651;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g21610;25;17;12;5;7;4;0;1;1;0;2;1
FvH4_4g21611;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g08750;743;689;668;927;663;840;508;381;347;613;640;805
FvH4_1g06550;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g18621;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g18620;6;3;6;7;9;9;8;9;4;7;13;19
FvH4_4g18040;1208;1227;1119;1199;895;1263;1718;1275;1046;864;438;965
FvH4_4g21690;1353;1220;1196;961;852;1200;493;363;356;643;411;690
FvH4_6g18102;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g45720;0;0;0;0;0;0;2;0;0;0;0;0
FvH4_6g33740;127;98;128;118;135;115;102;72;71;49;57;76
FvH4_7g33390;3643;3781;3712;3327;2590;3668;1798;1519;1498;1709;678;1955
FvH4_6g18101;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g18100;397;430;414;542;426;618;550;95;145;179;52;195
FvH4_4g06060;6;6;1;25;21;28;1;0;1;10;10;9
FvH4_3g06640;0;0;1;1;3;3;0;1;2;0;3;1
FvH4_6g33730;579;571;529;462;415;551;524;279;280;441;255;501
FvH4_6g21760;4;6;18;2;1;0;265;231;196;104;91;132
FvH4_6g06120;573;542;585;646;601;746;377;420;388;552;528;695
FvH4_6g21761;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g06500;576;506;504;320;302;379;854;635;584;443;437;544
FvH4_6g45730;103;109;86;150;134;161;101;113;97;20;48;58
FvH4_4g21680;2830;2456;2495;2359;1913;2482;2000;1441;1234;2989;1826;3555
FvH4_7g33380;1;2;0;2;5;5;1;0;0;0;3;5
FvH4_6g45710;1227;1101;1041;1497;1108;1505;483;433;424;481;458;581
FvH4_4g33601;64;86;58;94;71;101;46;53;65;66;36;67
FvH4_4g33600;2;7;8;8;0;3;2;1;4;1;0;1
FvH4_6g33751;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g33602;0;1;2;1;3;1;0;0;1;0;0;2
FvH4_6g33750;12;7;2;12;9;17;14;4;9;9;8;8
FvH4_3g06630;202;147;200;112;44;122;1051;131;150;513;10;213
FvH4_4g06050;126;155;136;75;67;76;143;112;102;81;73;105
FvH4_6g21771;2;2;3;0;0;0;2;6;0;0;0;4
FvH4_6g08770;33;29;56;34;44;66;42;22;19;58;70;93
FvH4_6g21770;2476;2204;2166;3137;2437;3247;1761;1496;1382;2144;1720;2780
FvH4_6g45700;66;58;67;34;23;32;14;4;1;6;5;11
FvH4_1g18500;167;149;182;129;124;119;14;21;16;19;18;23
FvH4_3g06620;45;51;45;38;17;51;363;130;90;108;19;106
FvH4_6g18120;1456;1280;1381;2290;1716;2271;4709;4693;5100;1850;2116;3198
FvH4_4g06040;949;816;746;1101;898;1254;830;757;688;1261;1017;1355
FvH4_4g33621;346;326;300;715;730;755;43;77;82;85;84;89
FvH4_6g33711;194;238;223;233;149;230;157;119;116;112;134;159
FvH4_4g33620;65;53;36;36;26;39;33;21;25;11;17;32
FvH4_6g33710;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g06520;1592;1555;1466;1863;1697;1980;821;753;618;467;513;605
FvH4_2g41380;20;33;30;65;31;58;31;27;26;28;23;42
FvH4_4g18021;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_c3g00180;0;1;2;9;8;17;7;0;13;15;8;18
FvH4_4g18020;790;720;674;566;387;565;828;870;678;566;517;660
FvH4_4g21660;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g06610;521;494;483;403;398;626;2776;1566;954;3679;544;4310
FvH4_6g21740;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g18112;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g18111;0;1;0;0;0;0;0;0;0;0;0;0
FvH4_4g08690;3;0;0;0;0;1;2;0;2;1;0;0
FvH4_6g18110;2578;2617;2460;2559;2320;2689;2532;2274;1903;2868;2794;3145
FvH4_4g33630;1136;1073;969;1076;1071;1167;653;696;585;394;661;596
FvH4_6g33720;422;443;473;449;357;492;346;277;275;378;224;431
FvH4_1g06510;231;213;175;281;245;406;181;51;41;246;38;240
FvH4_6g21750;312;331;251;363;284;335;162;171;141;156;195;206
FvH4_1g06511;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g08790;255;284;264;196;187;202;71;43;43;64;94;94
FvH4_4g18081;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g08310;0;1;1;0;0;0;0;0;0;0;1;0
FvH4_4g18080;22;17;24;19;22;8;60;55;41;63;53;78
FvH4_6g18140;631;542;571;567;418;598;619;663;595;720;916;1113
FvH4_6g31120;225;260;249;287;229;262;193;169;153;203;159;265
FvH4_6g31121;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g08311;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g33780;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g23940;764;677;629;589;557;670;228;183;160;117;108;151
FvH4_6g06160;73;92;70;148;117;135;51;27;21;221;133;238
FvH4_6g43111;0;0;0;0;1;0;0;0;0;0;0;0
FvH4_4g31060;1060;1016;1172;1746;1427;1818;993;897;996;1732;1223;2145
FvH4_6g43110;4602;4176;4004;3878;2761;4013;726;274;203;327;32;301
FvH4_7g11950;0;0;0;0;0;0;1;0;0;1;0;0
FvH4_6g45770;3;0;5;8;4;18;8;0;2;3;0;1
FvH4_7g11970;368;385;326;630;583;654;330;259;266;447;480;641
FvH4_4g18070;241;240;278;211;186;231;143;119;89;194;117;246
FvH4_6g18130;286;276;339;284;216;424;129;36;37;195;36;178
FvH4_6g33792;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g06090;84;77;69;44;61;54;153;132;89;62;36;83
FvH4_7g23930;379;301;307;255;245;280;301;211;220;141;169;208
FvH4_6g33791;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g33790;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g45760;11097;10370;9320;10681;9784;11159;12904;13442;10834;5259;6242;7807
FvH4_4g31070;181;219;124;169;227;134;96;112;96;91;1435;938
FvH4_6g43100;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g06150;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g08330;136;129;115;225;153;250;332;279;232;786;505;911
FvH4_7g11980;1;1;2;6;3;1;0;0;0;0;0;1
FvH4_4g18060;535;536;527;597;527;670;4296;3325;3108;4854;3607;5795
FvH4_6g06180;849;778;694;535;480;647;476;345;317;369;272;414
FvH4_6g18163;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g18162;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g18161;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g18160;572;543;419;642;603;681;390;278;300;450;407;512
FvH4_7g21300;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g18164;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g21301;1;1;0;1;0;0;1;0;0;0;0;0
FvH4_7g23970;0;0;0;0;0;0;0;3;0;4;3;3
FvH4_5g31490;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31491;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g21782;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g21783;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g45750;1086;934;945;1156;966;1204;654;652;641;594;568;733
FvH4_6g21780;1736;1637;1471;1990;1637;2094;1094;845;838;1198;726;1412
FvH4_6g21781;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g31080;1;0;0;0;1;1;7;0;0;1;21;11
FvH4_7g08340;112;152;150;290;301;364;1603;1398;1276;845;1263;1199
FvH4_4g18050;2490;2218;2195;1556;1329;1806;1758;1087;1039;1341;888;1530
FvH4_7g08341;31;32;26;27;17;28;36;24;35;115;80;134
FvH4_7g11990;51;40;58;45;47;45;14;5;6;11;2;7
FvH4_6g18151;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g33770;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g18150;980;995;851;919;810;960;1651;2215;1965;857;529;1084
FvH4_2g04400;22;18;28;23;17;28;17;7;14;15;13;23
FvH4_4g06070;0;0;0;0;0;2;0;0;0;0;0;0
FvH4_4g06071;2169;2108;1820;2295;2104;2321;1577;1537;1342;1272;1116;1493
FvH4_7g23950;0;0;0;1;0;0;0;0;0;0;0;0
FvH4_7g23960;89;103;74;154;113;200;21350;17779;17263;7974;13409;12166
FvH4_6g45740;216;224;236;464;358;457;1323;883;890;2190;2487;2831
FvH4_4g31090;294;308;252;224;242;258;254;339;247;122;336;223
FvH4_6g06170;1167;1177;1084;1605;1248;1491;745;636;574;916;751;1207
FvH4_6g21790;0;1;1;15;12;30;0;2;0;24;0;12
FvH4_7g33310;26;19;16;14;8;17;14;3;4;3;1;10
FvH4_6g31160;120;139;114;155;97;134;120;86;103;127;85;144
FvH4_6g31161;0;0;0;0;6;2;0;0;0;0;3;1
FvH4_4g33680;134;129;100;16;20;32;3;1;0;0;0;0
FvH4_4g31020;106;108;80;45;51;67;39;39;49;14;3;12
FvH4_7g23990;1126;1106;983;929;1126;1005;752;787;669;369;931;682
FvH4_7g21330;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g18180;636;635;624;691;668;760;382;260;283;357;317;455
FvH4_6g43150;224;240;207;531;434;605;244;183;136;606;425;777
FvH4_7g33300;449;456;454;606;513;632;867;527;511;804;837;1021
FvH4_6g06190;1247;1020;1054;864;721;1001;292;155;141;236;86;219
FvH4_7g08360;0;1;0;0;0;2;0;0;3;4;0;0
FvH4_6g31170;8152;8506;7973;9044;5887;8792;4937;3866;3417;5234;5078;6055
FvH4_6g31171;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g21310;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g31030;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g21320;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g23980;61;60;41;128;96;117;5;2;1;1;0;0
FvH4_6g18170;237;216;189;170;135;178;151;185;164;200;212;302
FvH4_6g43141;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g43140;358;354;386;774;682;850;547;263;235;475;228;480
FvH4_4g33690;58;44;35;36;26;28;14;2;2;2;4;6
FvH4_6g43143;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g43142;0;0;0;1;0;0;0;0;0;0;0;0
FvH4_7g33330;1051;900;908;1510;1056;1504;1415;1204;1073;2508;2342;2848
FvH4_7g08370;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g31140;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g31040;0;0;0;0;0;0;0;2;1;0;0;0
FvH4_7g21350;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g43130;296;208;232;126;107;176;147;108;97;101;51;97
FvH4_6g45790;392;426;455;1183;852;1185;519;413;415;975;935;1186
FvH4_7g33320;265;303;288;377;317;396;238;186;168;299;191;368
FvH4_7g08380;969;854;836;820;657;908;591;516;460;599;500;670
FvH4_7g08381;0;0;1;2;1;1;2;0;5;0;0;0
FvH4_7g08382;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g08383;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g31150;80;61;74;74;48;95;21;6;12;21;29;35
FvH4_7g21340;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g18190;6635;5691;5343;7284;5279;6866;6964;6889;6081;6731;9291;9516
FvH4_6g45780;7;9;13;2;2;8;162;19;35;53;0;9
FvH4_4g31050;13;37;38;15;9;26;3;2;2;16;1;7
FvH4_2g31950;733;813;682;865;846;969;746;528;519;533;497;732
FvH4_6g31080;495;479;433;701;578;631;287;279;219;173;205;219
FvH4_2g31951;193;181;134;354;427;358;470;912;761;503;1139;787
FvH4_6g31081;135;160;124;109;89;126;1033;792;791;823;674;1094
FvH4_2g28300;399;510;471;651;594;647;3254;3294;3006;1507;1368;1671
FvH4_2g06990;225;202;210;265;216;259;376;241;198;858;574;1000
FvH4_2g04330;487;443;513;652;493;702;730;562;517;1520;1003;1886
FvH4_3g43590;12;4;5;3;7;11;6;11;9;5;8;13
FvH4_5g18570;8;6;4;19;9;9;0;0;2;2;0;0
FvH4_2g18980;1;1;4;5;10;5;1;4;1;1;0;0
FvH4_6g43070;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g16320;1870;1787;1728;1801;1338;1788;782;775;664;825;816;1093
FvH4_c3g00200;0;6;3;9;10;15;9;4;11;8;4;42
FvH4_5g06590;33;33;18;52;42;61;2;4;1;1;3;2
FvH4_2g04340;236;267;240;321;217;297;149;158;121;272;171;322
FvH4_6g31090;679;568;670;526;438;651;388;240;225;166;105;177
FvH4_6g31091;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g31940;3752;3588;2877;2214;1465;2039;66458;71689;66336;27027;61528;44022
FvH4_6g31092;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g18580;615;450;614;484;238;435;634;288;325;378;122;390
FvH4_2g04342;10;18;21;34;20;33;189;157;172;150;223;213
FvH4_3g43580;796;846;691;851;768;845;784;779;710;685;712;1049
FvH4_2g04341;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g31093;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g31094;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g31095;1488;1562;1527;1348;1143;1462;1384;1337;1271;1396;1445;1766
FvH4_2g18970;1159;1078;1004;1456;1243;1582;1041;937;891;766;552;966
FvH4_5g31540;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g16311;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g43060;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g16312;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g16310;0;1;0;0;0;0;0;0;0;0;0;0
FvH4_2g18971;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g18090;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g16313;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g31930;1;3;1;0;4;4;161;69;63;168;118;207
FvH4_2g31970;447;434;385;521;358;561;298;220;236;474;502;626
FvH4_2g04350;155;152;144;136;140;164;155;113;84;141;86;140
FvH4_5g18550;615;533;536;673;554;737;471;430;352;579;653;752
FvH4_2g28320;19;2;8;2;2;5;21;15;32;4;3;8
FvH4_6g31060;94;79;102;69;66;74;67;39;49;32;60;28
FvH4_5g31520;82;86;100;139;127;145;0;0;0;1;0;0
FvH4_5g31521;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g06573;85;88;73;126;94;119;106;214;145;44;81;42
FvH4_5g06574;0;0;0;0;1;2;1;3;0;0;0;0
FvH4_5g06571;409;393;416;414;378;470;547;550;529;434;398;560
FvH4_5g06572;0;2;0;0;0;0;0;3;0;4;48;21
FvH4_5g06570;2569;2239;2323;2251;1774;2415;2689;2716;2448;1580;1774;1996
FvH4_5g06577;3;1;2;0;0;1;28;25;34;11;6;7
FvH4_5g06575;31;35;27;3;2;1;38;43;57;4;40;98
FvH4_5g06576;261;213;276;475;248;400;136;228;219;37;153;52
FvH4_2g31960;186;193;197;276;175;243;310;221;219;156;116;229
FvH4_2g04360;0;0;0;0;0;0;0;0;0;4;1;3
FvH4_6g31070;14;8;10;7;9;11;9;10;7;4;3;8
FvH4_2g28310;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g18560;350;423;343;373;298;461;335;326;315;284;237;357
FvH4_5g31513;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31514;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31511;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g31071;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31512;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31510;2728;2500;2541;1921;1510;1947;1718;569;517;385;51;241
FvH4_2g16330;1721;1955;1781;1609;1352;1761;1336;1299;1064;983;738;1264
FvH4_2g18990;0;0;0;1;0;1;2;0;0;0;1;0
FvH4_2g16331;5;3;6;11;3;6;1;4;2;3;2;3
FvH4_2g16332;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g11900;246;243;208;312;241;327;149;138;148;310;201;345
FvH4_6g43040;3492;2895;2634;578;597;654;1832;1446;888;246;150;233
FvH4_2g06950;0;0;0;0;0;0;0;2;0;1;0;0
FvH4_2g06951;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g18590;16;12;7;10;11;9;2;3;3;9;1;4
FvH4_3g43551;787;729;778;753;416;724;1122;1041;1042;1001;521;1222
FvH4_3g43550;437;437;441;395;266;451;947;489;496;1226;502;1251
FvH4_2g18940;412;411;442;391;453;504;614;378;400;426;618;654
FvH4_5g31590;417;360;349;431;387;449;201;137;136;223;136;217
FvH4_7g11910;19;34;41;36;13;42;189;108;117;164;148;247
FvH4_2g06960;28;20;29;25;23;36;8;11;5;6;8;9
FvH4_2g04300;376;325;320;421;292;423;276;228;193;473;332;560
FvH4_3g43540;20;16;14;8;13;5;22967;22036;23431;7674;539;6164
FvH4_2g18930;848;811;773;378;304;395;218;224;264;32;63;84
FvH4_3g31560;45;61;58;54;37;63;77;61;47;73;37;81
FvH4_7g11920;3742;3217;3142;4136;3054;4468;2841;1803;1681;2497;1863;2760
FvH4_2g06970;460;403;414;593;612;738;203;122;106;107;100;138
FvH4_2g04311;0;3;0;0;0;0;6;3;4;0;0;0
FvH4_2g04310;0;1;3;4;0;0;5;5;1;2;0;1
FvH4_5g18590;36;29;33;116;79;87;105;83;85;163;195;248
FvH4_3g43570;2;1;1;1;1;1;0;1;0;1;0;1
FvH4_2g04312;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g23920;0;0;0;0;0;0;0;0;1;0;0;0
FvH4_3g31590;30;22;45;20;17;12;25;16;13;42;14;21
FvH4_5g31570;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g18961;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g18960;282;307;288;356;264;371;196;157;120;388;273;413
FvH4_7g11930;79;97;104;80;73;83;156;129;108;84;104;90
FvH4_2g06980;1439;1599;1350;1688;1676;1721;1754;1361;1229;1961;1777;2684
FvH4_3g43560;120;155;148;97;84;156;1163;520;448;691;273;613
FvH4_7g08300;926;722;788;670;546;729;413;385;331;331;313;343
FvH4_5g31560;442;417;484;624;593;654;338;322;310;431;290;530
FvH4_6g43082;6;5;9;0;23;0;6;4;5;7;10;30
FvH4_6g43081;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g43080;0;0;0;0;1;0;0;0;0;0;0;0
FvH4_3g31580;0;0;1;0;0;0;0;0;0;0;0;0
FvH4_7g11940;4;10;11;14;10;10;6;12;8;6;3;6
FvH4_2g31910;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g31911;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g06560;331;300;302;299;216;295;204;164;144;212;137;217
FvH4_3g43510;0;0;0;0;0;0;0;0;0;29;2;12
FvH4_3g43502;14;21;12;27;20;14;19;4;13;7;0;2
FvH4_3g43501;230;257;51;172;160;291;44;89;78;6;2484;1213
FvH4_2g41360;739;714;686;668;568;760;489;442;421;609;553;712
FvH4_3g43504;475;417;411;255;190;382;873;541;426;963;190;808
FvH4_2g41361;27;32;22;31;42;68;23;32;14;49;39;45
FvH4_3g43503;384;284;361;159;51;141;320;162;281;98;7;97
FvH4_4g08720;737;698;649;473;462;554;769;939;798;545;684;747
FvH4_4g08722;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g08721;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g18550;469;496;399;670;614;673;292;281;228;365;351;523
FvH4_4g08723;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g06510;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g31511;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g06550;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g18500;5;19;6;45;52;26;47;19;16;139;30;71
FvH4_3g43500;255;268;286;289;275;311;73;36;24;30;94;64
FvH4_2g16390;368;333;311;692;482;762;718;346;341;2263;1258;2541
FvH4_1g18590;9;14;9;5;1;3;88;91;82;43;63;79
FvH4_1g18591;777;779;726;819;616;904;1761;1122;999;883;621;981
FvH4_3g18560;311;381;374;466;435;554;311;261;224;643;443;795
FvH4_3g18561;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g41370;1840;1787;1370;3972;4310;4412;1266;2664;2097;2571;8819;4962
FvH4_2g28370;859;700;620;230;165;242;21;7;1;50;0;35
FvH4_3g43530;54;53;28;17;9;18;7687;7432;7636;2123;675;2390
FvH4_3g06540;42;54;44;42;26;43;174;96;86;48;55;77
FvH4_2g41340;228;203;195;230;186;263;390;301;263;333;333;436
FvH4_2g41341;775;647;578;425;309;431;388;225;211;258;112;281
FvH4_4g08700;468;426;434;484;293;498;61;36;70;54;34;61
FvH4_3g18570;2625;2325;2385;6201;5629;5749;1448;1439;1378;1581;2632;2877
FvH4_3g31550;326;293;232;160;122;184;85;25;21;57;6;44
FvH4_3g18580;106;79;108;79;72;111;136;88;71;89;95;98
FvH4_4g33700;4;6;1;10;11;8;3;0;3;1;0;2
FvH4_3g43520;17;30;15;30;9;21;3;9;2;7;2;16
FvH4_2g41351;224;206;199;114;118;129;106;106;79;102;69;113
FvH4_2g41350;296;324;334;386;318;417;172;206;196;221;189;277
FvH4_5g06500;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g31540;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g28340;3934;3448;3374;3874;3001;3727;1294;1359;1127;917;931;1229
FvH4_1g06580;702;552;567;492;381;531;323;231;217;263;189;301
FvH4_2g04370;2;1;2;1;1;1;1;1;1;8;4;2
FvH4_5g18530;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g21730;114;110;88;63;44;68;42;30;35;45;5;49
FvH4_2g31990;210;177;211;266;252;332;149;111;95;187;99;176
FvH4_1g18561;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g31500;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g18562;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g16360;169;176;158;238;205;260;3759;2756;2711;3468;5785;5305
FvH4_4g08760;1;0;0;0;0;0;0;1;0;0;0;1
FvH4_1g18560;1092;880;867;1403;1136;1542;724;643;491;765;602;878
FvH4_5g06550;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g08762;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g06100;6450;5058;5526;11319;10813;13195;2965;3639;3614;2999;4162;4840
FvH4_4g08761;0;0;0;0;0;1;0;0;0;0;0;0
FvH4_4g08764;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g08700;40;44;23;44;38;87;14752;11326;11285;3784;5147;8223
FvH4_4g08763;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g21720;995;682;999;932;818;1142;2792;1466;1404;1792;700;1751
FvH4_3g18510;1358;1266;1186;848;566;1077;1671;1272;1220;1014;425;1390
FvH4_5g18540;1035;990;1070;1039;842;1116;567;448;463;510;408;680
FvH4_1g06570;604;607;600;774;612;729;1388;1158;1041;1610;1554;1942
FvH4_2g28330;82;79;67;177;146;185;153;142;118;430;488;584
FvH4_2g31980;211;205;227;265;286;308;60;53;71;152;87;196
FvH4_3g06591;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g18550;2184;2225;2248;6736;6781;7880;1516;2724;1768;2761;4112;5333
FvH4_2g16351;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g41330;299;301;283;710;562;803;5633;4218;3865;3191;4321;4074
FvH4_5g06560;0;0;0;0;0;1;0;0;0;0;0;0
FvH4_2g16350;0;0;0;2;0;0;1;0;0;0;2;0
FvH4_4g08751;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g06590;45;44;47;210;131;188;266;342;333;575;286;642
FvH4_4g08750;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g06571;0;0;1;1;0;0;0;0;0;0;0;0
FvH4_2g28362;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g31502;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g28361;0;0;0;0;0;0;1;1;0;2;0;2
FvH4_2g28364;3080;2812;2780;3997;3148;4056;2347;1307;996;3594;2070;3709
FvH4_3g31500;3;4;3;1;2;2;1;4;3;0;2;0
