Name;AK0HR1;AK0HR2;AK0HR3;AK42DR1;AK42DR2;AL0HR1;AL0HR2;AL0HR3;AL42DR1;AL42DR2;AL42DR3
FvH4_6g44103;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g44104;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g32330;44;58;34;50;49;54;67;54;107;75;147
FvH4_6g44105;0;1;0;0;0;0;0;0;1;0;0
FvH4_6g44106;6;2;6;8;15;15;0;0;25;18;4
FvH4_6g19140;108;134;100;66;82;201;123;172;114;107;115
FvH4_6g32140;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g20350;537;263;351;138;33;143;139;180;49;27;70
FvH4_6g07160;229;223;190;191;289;56;40;36;142;73;120
FvH4_6g46771;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g46770;24;33;25;2;4;1;2;2;4;2;2
FvH4_6g07190;93;97;85;56;62;46;31;36;53;46;56
FvH4_7g32360;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g32110;519;442;407;134;133;72;69;50;60;38;68
FvH4_6g34770;601;455;450;176;291;813;563;710;515;287;621
FvH4_7g19390;0;5;1;2;6;3;1;0;1;5;0
FvH4_6g19170;336;353;508;24;41;28;16;6;6;8;6
FvH4_1g05710;188;195;192;208;248;192;86;140;206;192;142
FvH4_7g20380;617;500;558;720;662;434;316;306;307;343;327
FvH4_7g20381;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g44100;15;10;19;1;0;10;1;4;1;1;0
FvH4_6g20130;1405;1540;1433;10;11;2;0;4;6;7;3
FvH4_6g44101;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g44102;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g22791;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g22790;166;202;179;2085;5666;45;25;28;1277;2783;3570
FvH4_6g46760;23;19;24;17;27;18;6;10;20;8;22
FvH4_6g07180;84;90;67;250;239;192;102;116;202;207;237
FvH4_6g46743;286;312;249;292;434;195;136;158;260;187;322
FvH4_7g32351;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g32350;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g32121;14;12;6;6;2;0;0;0;0;0;0
FvH4_6g32120;4;2;6;0;0;0;0;0;0;0;0
FvH4_6g32123;19;18;31;0;0;13;2;2;5;3;0
FvH4_6g34782;288;272;253;121;143;130;113;136;65;37;60
FvH4_6g32122;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g34780;549;507;487;583;866;373;270;280;359;275;450
FvH4_6g34781;6;2;3;5;6;1;0;0;2;11;0
FvH4_7g20371;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g20372;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g19380;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g19160;2106;2029;1954;2319;2237;1062;875;998;1762;1724;1583
FvH4_1g05700;13;11;14;11;9;14;3;6;15;20;26
FvH4_7g20370;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g20143;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g46750;147;157;170;70;52;12;17;12;34;27;33
FvH4_6g20141;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g20142;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g20140;2056;1854;1726;27;29;13;15;14;227;347;255
FvH4_2g03360;4;5;5;4;11;12;10;10;6;5;7
FvH4_2g29990;1;2;0;0;1;0;0;0;0;0;0
FvH4_6g07091;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g03361;0;0;0;0;1;0;0;0;1;1;0
FvH4_6g07090;484;428;438;486;498;237;165;224;331;300;318
FvH4_2g27330;13;10;13;4;5;17;16;12;13;13;4
FvH4_2g29991;188;173;171;77;29;52;32;62;7;18;17
FvH4_3g20590;558;487;512;1206;1227;210;145;156;479;561;397
FvH4_2g30980;162;201;151;179;268;1533;1175;1226;2017;2054;2364
FvH4_3g44561;154;144;120;109;118;56;37;41;71;45;45
FvH4_3g44560;7;2;10;9;10;3;1;6;5;3;1
FvH4_2g39310;17;15;13;7;2;293;252;368;99;67;112
FvH4_6g32050;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g09920;1440;1222;1249;1158;1214;855;652;694;677;706;707
FvH4_6g20070;2;3;0;0;0;3;4;0;2;0;2
FvH4_5g29590;228;198;182;155;246;329;229;290;415;368;483
FvH4_5g30580;76;97;66;13;32;2;2;3;5;8;14
FvH4_2g40311;0;1;0;0;0;0;0;0;0;0;0
FvH4_2g40310;29;24;16;2;1;2;0;0;2;0;1
FvH4_4g07910;4;0;1;0;0;1;1;0;4;1;4
FvH4_6g44040;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g44041;6;2;4;14;7;0;0;4;3;0;1
FvH4_2g03371;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g07080;873;821;818;843;789;1050;834;980;1564;1394;1252
FvH4_2g03372;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g32060;343;290;309;240;264;291;268;294;238;294;338
FvH4_2g03370;3;3;0;1;0;0;1;0;3;1;1
FvH4_2g29980;15;29;31;20;11;4;5;2;0;0;0
FvH4_2g27320;257;254;241;359;647;185;127;148;436;344;458
FvH4_2g30970;1416;1478;1268;2141;3319;1072;764;932;2186;1853;2679
FvH4_3g44550;340;280;261;768;608;1614;1013;1268;1445;1243;1370
FvH4_2g39300;518;576;483;355;711;323;228;206;449;532;623
FvH4_6g32061;0;0;2;0;0;0;0;0;0;0;0
FvH4_7g09930;769;813;780;695;1202;331;236;276;627;721;841
FvH4_6g20080;910;848;857;885;1174;680;519;586;952;618;877
FvH4_2g15340;0;0;1;1;0;0;1;6;1;1;6
FvH4_5g30570;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g19060;0;1;0;0;0;1;0;0;1;0;0
FvH4_6g46690;158;113;134;68;88;58;47;62;61;62;96
FvH4_2g40320;6;2;4;6;3;5;6;6;5;1;2
FvH4_5g29580;1118;1032;1000;1668;1811;1016;813;792;1344;1122;1445
FvH4_5g29581;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g32572;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g10910;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g32570;295;324;296;276;329;1385;997;1050;983;957;815
FvH4_3g32571;704;737;725;612;688;532;328;368;503;391;305
FvH4_4g07900;569;492;494;309;235;607;477;566;361;358;413
FvH4_6g44030;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g46691;319;272;307;263;288;45;49;40;57;53;108
FvH4_2g03382;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g03383;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g27350;2433;2354;2357;2509;3742;2174;1522;1750;2025;1775;1543
FvH4_2g03380;0;0;0;0;1;0;0;0;0;0;0
FvH4_2g03381;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g44581;11;12;4;3;6;2;2;4;3;5;4
FvH4_3g44580;14;16;19;16;8;42;22;24;26;14;14
FvH4_5g17580;89;82;77;105;126;65;50;62;166;160;202
FvH4_6g32033;0;0;0;0;0;0;0;0;0;0;1
FvH4_7g22910;950;745;704;125;475;199637;141497;149886;22575;19521;23994
FvH4_3g44582;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g32032;141;100;115;135;131;115;79;98;117;80;120
FvH4_6g32034;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g39330;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g09940;280;235;227;52;65;36;79;68;42;45;92
FvH4_6g32031;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g32030;58;45;44;16;11;30;56;30;9;3;7
FvH4_2g15370;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g30560;1774;1588;1577;2233;2512;1950;1451;1564;2481;2028;2491
FvH4_3g07590;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g29570;165;194;154;217;285;256;216;202;314;273;343
FvH4_6g19090;85;99;85;142;155;41;29;46;59;24;54
FvH4_7g10920;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g46680;1;0;1;1;5;45;41;30;12;11;8
FvH4_6g44020;1;0;0;1;2;0;2;0;0;0;0
FvH4_6g20050;792;674;640;69;68;1632;1472;1326;359;365;980
FvH4_2g30990;1032;1269;1186;515;869;418;242;308;471;456;616
FvH4_2g03391;0;0;0;0;0;0;0;0;0;0;2
FvH4_2g27340;1821;1749;1633;3451;3108;5698;4255;4622;7188;7571;5767
FvH4_5g17590;4;5;9;13;11;6;6;12;12;7;11
FvH4_3g44570;88;101;81;61;69;32;25;25;48;27;34
FvH4_5g17591;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g44571;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g22900;1644;1100;1198;323;347;151;100;96;93;85;117
FvH4_2g39320;82;93;94;83;109;38;31;28;36;49;57
FvH4_6g32040;197;157;160;269;367;134;84;102;236;206;233
FvH4_7g09950;19;10;14;17;19;25;18;28;35;20;26
FvH4_7g09951;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g15360;0;0;0;0;0;0;1;0;0;0;0
FvH4_5g30550;0;0;0;0;0;1;4;0;0;0;0
FvH4_6g19080;99;73;78;96;119;143;103;148;203;133;211
FvH4_5g30551;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g07580;3;1;3;0;1;0;1;0;2;0;1
FvH4_2g40300;158;117;142;9;3;18;18;10;3;11;6
FvH4_5g29560;917;906;835;930;1242;581;400;378;431;518;566
FvH4_7g10930;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g46670;0;0;0;0;2;0;0;0;0;0;0
FvH4_2g03390;1;0;0;0;0;1;0;0;0;0;2
FvH4_6g44010;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g32091;7;11;13;0;0;2;5;0;1;5;1
FvH4_6g32090;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g32534;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g32535;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g09960;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g03320;705;616;640;706;658;2095;1345;1394;1212;846;1006
FvH4_2g05983;6;2;6;5;7;5;0;8;2;4;4
FvH4_2g29950;11;13;11;5;10;7;10;16;20;16;8
FvH4_2g05982;14;12;2;9;7;5;2;8;8;7;4
FvH4_2g05981;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g05980;20;12;15;16;11;17;10;10;8;13;22
FvH4_3g20550;231;126;175;35;94;450;342;326;611;912;1595
FvH4_4g19930;1387;1221;1108;1561;1679;797;622;676;1049;703;1006
FvH4_2g05986;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g05985;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g07300;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g05984;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g44521;224;171;244;203;251;54;46;28;70;95;131
FvH4_3g44520;468;492;459;337;447;124;78;124;149;149;160
FvH4_7g22930;13;10;5;1;1;8;1;14;0;0;0
FvH4_2g15311;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g17970;217;264;277;146;296;99;58;64;107;79;91
FvH4_4g07950;0;0;2;0;0;0;0;0;0;0;0
FvH4_2g15310;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g15313;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g15312;3;1;0;0;0;0;3;0;0;0;0
FvH4_3g19560;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g07951;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g30930;1125;844;1217;435;855;1066;802;956;1054;868;1175
FvH4_7g10940;78;72;76;31;31;40;22;38;18;24;15
FvH4_4g20910;1101;1109;1071;245;277;213;159;186;267;344;283
FvH4_7g09970;4;0;1;10;30;3;0;0;0;1;0
FvH4_3g19570;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g03330;1141;1137;1055;1160;1542;716;493;556;903;707;890
FvH4_2g29940;9802;10187;9649;5916;9773;2533;1805;2088;5250;4185;5056
FvH4_3g20560;7179;8511;7377;13427;21928;1047;549;590;7026;8763;7344
FvH4_4g19920;946;895;845;849;1289;640;525;530;645;657;823
FvH4_7g22920;43;19;22;0;1;0;0;0;0;0;0
FvH4_3g44510;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g15300;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g17960;445;428;369;134;111;58;108;88;95;78;167
FvH4_4g07940;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g32532;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g10950;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g32533;814;815;720;448;539;464;337;400;435;418;484
FvH4_3g32530;968;839;838;1122;1545;1011;814;836;1774;1444;1951
FvH4_3g32531;902;1019;936;1359;2155;444;305;244;578;785;709
FvH4_4g20900;2318;1910;1985;1960;1905;12876;9914;10806;2408;1987;2179
FvH4_7g09980;130;132;148;444;566;21;17;24;181;184;212
FvH4_2g29970;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g09981;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g07320;1030;920;1044;938;842;747;571;658;405;315;418
FvH4_2g27310;0;0;0;0;0;0;0;0;1;0;1
FvH4_2g30960;169;191;169;31;42;8;9;6;1;5;10
FvH4_2g03340;89;100;74;19;16;87;50;44;127;170;90
FvH4_3g19580;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g20570;608;576;497;1032;879;389;399;414;787;817;976
FvH4_4g19910;47;74;59;31;32;31;21;38;25;20;34
FvH4_3g44540;131;96;89;212;164;96;66;78;161;142;156
FvH4_2g17990;629;641;552;557;744;307;222;238;437;328;461
FvH4_6g44060;60;54;69;4;0;9;5;4;4;1;0
FvH4_6g20090;263;270;207;53;100;26;42;44;46;43;113
FvH4_6g44061;7;3;4;47;16;9;1;6;14;11;14
FvH4_2g15330;1;1;0;0;0;5;10;8;1;1;0
FvH4_7g19310;22;33;26;31;16;7;2;6;4;1;3
FvH4_4g07930;26;16;10;2;0;449;1293;1460;30;31;33
FvH4_3g32560;42;59;37;14;40;4;1;0;4;6;0
FvH4_6g44062;5;1;7;22;8;4;3;0;15;6;7
FvH4_6g44063;14;10;3;41;21;8;6;8;35;19;18
FvH4_6g44064;9;8;10;41;76;4;1;0;14;8;12
FvH4_7g10960;2;0;0;0;0;0;0;0;0;0;0
FvH4_6g32080;0;3;3;1;0;2;9;2;0;0;3
FvH4_7g09990;273;251;237;158;229;295;262;266;190;96;143
FvH4_2g03350;5;4;6;4;1;11;6;10;20;18;13
FvH4_2g30950;480;466;394;72;62;153;112;150;67;38;142
FvH4_3g19590;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g29960;28;47;42;11;61;1;0;0;1;0;0
FvH4_7g07330;1;4;0;2;2;0;0;0;2;2;0
FvH4_2g27300;20;13;14;6;3;13;12;32;9;23;16
FvH4_3g20581;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g44530;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g20580;158;160;151;174;206;99;60;50;130;114;116
FvH4_4g19900;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g17980;810;733;777;291;262;486;428;470;542;521;720
FvH4_6g44050;1;0;0;0;0;0;0;0;0;1;0
FvH4_2g15320;14;14;16;16;22;9;5;2;20;28;32
FvH4_5g30590;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g15321;2;1;0;2;2;3;0;0;4;3;3
FvH4_3g32550;1643;1672;1510;1641;2365;1100;803;782;1691;1347;1468
FvH4_3g32551;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g30940;348;284;328;126;239;3420;2841;2898;2187;3211;3319
FvH4_4g07920;675;656;552;1363;1211;480;493;590;965;852;878
FvH4_3g32552;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g10970;10;7;10;0;0;0;0;0;0;0;0
FvH4_3g32553;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g19970;64;53;81;22;17;43;35;36;36;49;43
FvH4_4g32940;840;722;867;596;811;599;389;450;348;334;353
FvH4_5g17520;242;197;230;183;193;193;184;186;155;129;185
FvH4_3g07530;620;597;632;28;33;47;50;76;18;19;54
FvH4_3g20503;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g20502;0;1;3;0;0;0;0;0;0;0;0
FvH4_5g05540;78;56;72;88;66;47;44;44;86;66;95
FvH4_3g20501;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g07990;244;232;229;191;229;193;173;150;239;273;280
FvH4_2g39390;1022;1023;992;1673;2572;699;417;448;1461;1625;2064
FvH4_3g20500;1;0;0;0;0;0;0;0;0;0;0
FvH4_4g32950;3709;2751;3345;3118;2932;4924;2955;3294;3561;2810;1876
FvH4_3g20504;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g20952;10;11;6;8;4;16;11;16;9;7;18
FvH4_4g20953;24;23;22;11;5;2;2;10;1;7;10
FvH4_4g20950;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g20951;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g29510;7;9;6;2;5;2;1;4;9;5;10
FvH4_3g19520;98;89;83;141;129;70;75;78;116;137;182
FvH4_3g32500;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g40390;528;488;461;446;730;207;169;188;364;253;300
FvH4_5g17530;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g19960;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g07520;329;264;294;11;3;26;15;24;12;3;3
FvH4_5g05550;2000;1900;1763;85;30;4889;3454;4184;896;454;863
FvH4_2g39380;681;616;619;226;151;35;28;40;23;9;32
FvH4_4g07981;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g07980;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g05320;13;14;18;2;7;0;0;0;0;0;0
FvH4_4g07983;1;0;1;1;0;1;0;0;0;2;1
FvH4_4g05321;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g07982;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g32960;0;1;1;0;0;0;0;0;1;0;0
FvH4_4g17300;105;101;71;103;126;241;214;210;296;223;315
FvH4_3g19530;15;21;13;0;3;2;8;8;4;11;19
FvH4_4g20940;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g27180;923;1180;1095;327;1039;329;202;206;379;438;798
FvH4_4g19950;0;0;1;0;0;1;0;0;0;0;0
FvH4_4g30300;423;443;389;522;448;400;318;332;513;483;490
FvH4_3g07510;0;0;0;0;2;0;0;0;1;0;0
FvH4_3g20530;530;481;470;375;453;215;221;222;351;264;495
FvH4_3g44500;247;360;401;38;75;7;2;2;43;107;82
FvH4_5g17500;120;118;101;94;97;78;65;64;46;55;76
FvH4_2g40370;601;554;581;21;6;127;114;122;41;23;41
FvH4_4g07970;178;146;127;79;47;244;176;234;148;78;178
FvH4_4g32970;75;78;69;249;254;204;171;138;111;128;95
FvH4_4g05310;207;218;185;244;344;3018;2149;2458;2448;1676;2110
FvH4_4g30310;340;215;208;683;470;604;294;296;1330;693;2095
FvH4_4g05311;1045;1057;953;1346;1755;693;527;638;1098;805;1055
FvH4_3g19540;5;4;1;0;0;2;0;0;0;0;0
FvH4_3g32520;57;58;54;79;75;41;31;28;57;45;53
FvH4_5g05520;0;0;0;2;0;0;0;0;0;0;0
FvH4_1g27190;111;93;99;84;99;71;42;60;63;79;58
FvH4_4g19940;28;34;47;39;40;12;7;6;12;14;15
FvH4_5g17510;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g07500;4;8;3;7;8;6;3;4;8;4;15
FvH4_3g20541;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g20540;260;240;254;257;201;275;301;288;392;346;375
FvH4_4g20927;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g20928;0;0;0;0;0;0;1;4;0;1;0
FvH4_4g20925;5;5;3;0;1;0;0;0;0;0;0
FvH4_4g20926;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g07960;1;0;0;0;0;0;0;0;0;0;0
FvH4_3g19550;1;2;2;0;0;1;1;0;1;0;1
FvH4_4g20920;505;463;445;456;460;393;347;318;426;282;376
FvH4_3g32510;2364;2885;2255;1256;2284;255;258;272;344;371;483
FvH4_4g20923;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g20924;1;0;0;0;0;0;0;0;0;0;1
FvH4_2g40380;136;121;88;150;142;132;98;112;172;88;159
FvH4_4g20921;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g05530;527;521;474;353;334;0;1;0;0;0;1
FvH4_4g20922;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g05531;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g03190;0;1;0;28;1;65;95;102;81;39;76
FvH4_2g27371;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g17560;2894;2783;2551;5766;8719;1159;692;764;3473;3799;5872
FvH4_4g29333;279;238;224;247;311;146;100;104;106;124;159
FvH4_4g29331;8;7;4;6;0;1;6;6;6;1;0
FvH4_4g29332;29;16;27;22;33;13;3;14;24;7;31
FvH4_4g29330;8;5;16;11;20;4;4;2;4;3;7
FvH4_4g32900;341;281;323;129;197;190;131;162;202;230;215
FvH4_5g30530;787;741;747;467;651;305;194;208;297;265;314
FvH4_2g39350;1026;913;929;2202;1185;73;96;110;50;41;65
FvH4_5g30531;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g29550;46;34;43;7;10;29;42;32;9;6;17
FvH4_5g30540;0;0;0;0;0;0;2;0;0;0;0
FvH4_2g40351;1844;1646;1750;1049;1401;1115;884;908;897;1032;1175
FvH4_2g40350;680;332;426;25;5;118;100;84;40;38;43
FvH4_1g15171;1984;1475;1620;107;151;390;288;350;145;112;69
FvH4_1g15170;34;26;17;6;9;1;1;0;30;24;27
FvH4_4g17351;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g17350;1826;2229;2038;3241;10038;643;459;530;2682;3602;6794
FvH4_2g27370;4;1;5;0;0;155;80;130;43;62;7
FvH4_2g27360;0;0;0;0;0;0;0;0;0;2;0
FvH4_1g03180;313;263;275;257;325;312;224;230;208;179;252
FvH4_5g17571;751;698;648;855;794;639;641;904;901;830;1044
FvH4_1g27170;255;222;204;32;21;141;104;94;11;16;10
FvH4_4g20990;94;73;64;140;3;243;336;322;152;77;138
FvH4_5g17570;1392;1239;1194;276;210;1509;1586;1628;508;323;813
FvH4_4g29320;600;611;561;718;824;411;338;426;945;799;1124
FvH4_4g32910;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g07560;372;339;329;126;90;188;135;188;87;48;92
FvH4_2g15380;10;8;6;3;12;1;1;0;0;2;2
FvH4_2g39340;344;349;359;473;453;1442;1433;1632;1130;1067;1470
FvH4_5g30520;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g40360;0;1;0;0;0;0;0;0;0;0;0
FvH4_5g29540;296;274;249;501;601;136;115;132;205;202;231
FvH4_4g05360;24;14;23;4;24;5;2;0;0;0;1
FvH4_1g15161;1;0;0;0;0;0;0;0;0;0;0
FvH4_5g05590;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g15160;1249;1165;1205;1084;1134;1218;780;920;1227;786;747
FvH4_5g05591;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g17340;515;468;375;318;462;221;214;214;298;276;454
FvH4_4g19990;16;11;13;24;46;16;5;16;73;53;102
FvH4_5g17540;845;705;778;212;227;372;280;308;169;111;148
FvH4_4g20981;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g27140;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g20982;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g20980;4259;3663;3834;5895;5604;2462;1647;1638;6084;3777;4036
FvH4_4g29311;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g29310;58;38;60;35;38;34;26;40;23;21;12
FvH4_4g32920;0;3;0;0;0;279;180;254;531;474;751
FvH4_5g30510;98;87;91;143;142;247;177;196;294;295;274
FvH4_5g05561;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g39370;5;5;18;5;1;15;5;6;3;2;0
FvH4_5g05562;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g29530;643;565;624;233;317;254;305;340;141;100;142
FvH4_4g05350;0;0;1;0;0;0;0;0;0;0;0
FvH4_5g05560;1834;1666;1707;1220;1304;515;406;448;563;536;574
FvH4_4g05351;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g40330;123;92;96;90;71;87;52;80;51;49;70
FvH4_4g05352;0;0;0;0;0;0;0;0;0;0;1
FvH4_4g05353;0;2;3;3;2;2;0;4;0;0;1
FvH4_1g27141;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g17331;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g17330;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g27390;244;264;263;484;622;428;299;336;559;546;457
FvH4_5g05563;1;0;0;0;0;0;0;0;0;0;0
FvH4_3g19500;115;97;100;246;264;33;22;32;172;210;112
FvH4_5g17550;445;267;443;68;61;113;97;100;258;311;322
FvH4_4g19980;890;767;803;515;517;449;346;346;381;357;382
FvH4_4g29300;499;506;453;426;454;304;209;208;168;142;191
FvH4_4g32930;261;184;197;191;143;209;186;186;229;172;243
FvH4_3g07540;547;493;505;454;518;388;298;280;425;367;390
FvH4_5g30500;1737;1656;1558;1361;1293;1185;935;1070;859;907;941
FvH4_3g07541;74;96;99;0;1;36;5;18;9;5;3
FvH4_3g07542;16;8;9;1;1;7;4;0;3;1;1
FvH4_2g39360;949;894;909;1006;1091;473;337;342;415;424;454
FvH4_2g40340;15;5;8;55;36;13;10;6;24;30;47
FvH4_5g29520;940;880;833;597;731;690;579;632;482;353;405
FvH4_4g05340;5;6;6;2;3;0;0;0;0;1;0
FvH4_1g15180;30;45;38;1;5;0;1;0;10;20;8
FvH4_3g19510;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g29521;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g27380;608;568;578;864;1309;534;326;374;945;894;1122
FvH4_1g05690;120;87;115;94;175;196;146;124;174;169;131
FvH4_1g15011;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g15010;0;0;1;1;0;0;0;0;1;0;0
FvH4_1g17670;96;97;68;55;34;51;44;40;52;68;76
FvH4_4g29131;24;16;7;41;61;39;13;34;85;83;135
FvH4_4g05170;0;2;0;0;0;0;0;0;0;0;0
FvH4_4g29130;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g32790;17;8;18;34;23;29;2;4;7;1;0
FvH4_4g30130;137;148;99;42;81;802;616;764;614;562;633
FvH4_1g27000;205;106;195;6207;7206;3;9;4;1189;1144;1482
FvH4_1g29660;23;3;13;9;0;5;2;2;2;0;3
FvH4_1g03030;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g17150;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g20790;0;0;4;3;4;4;3;2;368;156;1
FvH4_4g20791;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g15000;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g29120;40;26;29;47;78;17;13;12;57;37;67
FvH4_1g15003;0;2;2;0;0;0;0;0;0;0;0
FvH4_1g17660;714;666;710;367;643;127;121;142;229;231;224
FvH4_1g15002;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g15001;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g05160;1245;795;983;258;513;432;355;338;401;453;578
FvH4_4g30140;887;782;730;1024;732;489;450;510;860;1122;860
FvH4_1g27010;657;571;577;696;682;545;469;524;685;614;773
FvH4_1g05680;1260;1161;1281;508;660;1956;1397;1440;860;629;823
FvH4_1g03020;1067;1078;1053;707;1162;1142;856;878;1187;1115;1341
FvH4_4g17140;0;0;0;0;0;0;0;0;0;0;0
