Name;AK0HR1;AK0HR2;AK0HR3;AK42DR1;AK42DR2;AL0HR1;AL0HR2;AL0HR3;AL42DR1;AL42DR2;AL42DR3
FvH4_7g25820;1;1;6;0;1;0;0;0;0;0;0
FvH4_7g25830;3122;3101;2759;1316;2624;1687;1344;1548;1176;924;1911
FvH4_7g13850;112;107;55;26;23;11;19;4;5;1;14
FvH4_7g13830;595;668;732;671;1297;60;60;48;213;279;330
FvH4_3g04710;4;8;13;0;0;7;4;6;0;0;0
FvH4_6g11440;2;24;0;4;4;39;9;10;15;13;11
FvH4_7g13840;5;5;3;5;9;0;0;0;1;3;1
FvH4_6g11350;961;844;918;1551;1535;546;461;510;818;908;829
FvH4_6g11351;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g04632;0;0;0;0;0;0;0;0;0;0;1
FvH4_4g04631;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g04630;129;93;129;23;14;7;4;0;5;5;2
FvH4_4g28601;1;0;0;0;0;1;2;0;0;0;0
FvH4_4g28600;1579;1439;1297;1142;1138;682;528;568;854;681;700
FvH4_6g35321;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g35320;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g18080;309;321;308;181;251;289;185;190;307;333;244
FvH4_6g50950;231;263;267;317;363;1186;826;828;861;755;1037
FvH4_4g16620;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g23340;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g49970;6;7;6;3;2;2;0;2;31;34;1
FvH4_6g11340;1243;1157;1178;998;1067;720;559;564;658;529;717
FvH4_1g06090;1043;928;987;1543;1548;148;105;122;1419;978;808
FvH4_4g04640;10;12;18;16;11;13;10;20;30;39;19
FvH4_6g35330;5609;5523;6058;4027;7196;1696;982;1040;1495;1384;2380
FvH4_6g37990;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g28490;2;0;4;0;1;0;0;0;0;0;0
FvH4_1g18070;11;30;30;539;544;24;12;10;519;548;415
FvH4_6g50940;5551;5265;5195;6186;7219;5172;3916;3984;4321;4418;4411
FvH4_6g23353;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g23352;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g49960;1471;1592;1538;201;268;39;36;44;17;5;7
FvH4_6g23351;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g23350;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g04611;11;13;5;15;14;9;8;12;20;19;18
FvH4_4g04610;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g16490;12;14;4;3;3;660;521;454;823;971;469
FvH4_6g35300;39;46;37;46;36;30;28;22;45;49;41
FvH4_4g16601;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g28480;0;2;1;1;0;0;0;0;0;0;0
FvH4_4g16600;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g50930;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g49950;212;233;199;280;356;183;115;140;263;263;311
FvH4_6g11360;785;204;657;8;49;138;184;142;114;107;100
FvH4_6g11361;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g04620;886;860;821;331;351;145;144;166;218;136;287
FvH4_6g35310;0;1;0;0;0;0;0;0;0;0;0
FvH4_6g37972;0;2;1;1;5;1;0;0;2;1;3
FvH4_6g37971;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g37970;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g28471;1;0;2;2;2;0;0;0;0;0;1
FvH4_5g28470;357;346;322;211;262;317;198;272;217;180;161
FvH4_6g50920;726;844;756;1211;1983;3570;2146;2458;2893;2153;2752
FvH4_6g23332;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g49940;1332;1183;1058;256;311;730;626;658;320;148;401
FvH4_1g18090;15;11;9;32;48;14;14;18;65;49;34
FvH4_6g23331;0;0;0;1;1;0;0;0;0;0;0
FvH4_6g23330;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g35360;812;688;726;520;774;314;276;338;320;265;278
FvH4_1g06060;843;561;781;109;128;20;20;16;8;3;6
FvH4_3g38081;3;3;2;1;3;7;4;4;2;1;2
FvH4_3g38080;2;0;1;0;1;0;0;0;0;0;0
FvH4_4g02010;515;437;524;1364;1030;48;45;48;295;208;258
FvH4_4g04670;1162;1285;1144;6456;5052;721;490;538;2433;1943;1542
FvH4_4g28640;309;275;307;89;84;250;123;196;84;39;37
FvH4_6g11390;570;558;500;603;970;311;225;290;420;471;551
FvH4_1g18040;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g50990;1806;1832;1747;6401;8991;1560;1122;1172;4037;4871;5512
FvH4_6g47350;5;4;6;14;12;6;5;6;11;10;10
FvH4_4g14000;249;219;228;299;326;213;133;162;268;199;190
FvH4_4g16660;1141;1095;1022;1084;1075;687;464;522;597;498;563
FvH4_1g06050;5;0;3;1;3;0;0;0;2;3;2
FvH4_3g38070;42;46;43;39;29;41;28;39;44;32;30
FvH4_4g02020;20;24;18;49;65;85;73;62;103;97;122
FvH4_4g28630;178;174;134;0;2;379;228;222;1;1;0
FvH4_4g04680;4;6;2;1;0;4;0;4;2;2;0
FvH4_6g11380;1938;1587;1629;1225;1519;1202;1030;1150;1137;1032;1184
FvH4_1g18030;147;135;117;102;150;191;198;194;306;355;308
FvH4_6g23390;449;527;413;35;44;41;34;53;72;90;72
FvH4_6g50980;1912;1836;1781;1501;2223;646;394;450;1987;1728;1921
FvH4_6g50981;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g16652;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g16650;28;17;27;6;19;41;16;38;32;20;42
FvH4_4g16651;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g47340;514;503;538;994;947;457;372;474;505;705;799
FvH4_1g06080;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g04651;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g04650;92;115;67;66;149;6222;5280;5760;3029;2975;3522
FvH4_6g35341;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g35340;297;323;260;103;147;153;113;112;91;65;95
FvH4_1g21681;0;0;0;0;0;0;0;0;0;2;0
FvH4_1g21680;0;0;0;0;1;0;0;0;0;1;0
FvH4_6g49990;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g50970;1239;1277;1146;519;659;384;358;398;608;534;681
FvH4_1g18060;1128;1091;1045;969;1231;489;344;430;376;463;553
FvH4_4g16640;15;19;7;6;17;35;20;14;8;16;17
FvH4_6g47330;4;1;3;2;1;21;30;26;24;16;46
FvH4_6g23360;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g02000;0;0;2;0;0;1;0;0;0;1;0
FvH4_1g06070;321;330;321;411;560;241;175;170;577;523;591
FvH4_4g04660;707;717;634;705;1105;911;810;830;1736;1472;2255
FvH4_6g35350;959;708;927;1486;2272;1218;708;710;2311;1641;2524
FvH4_1g21692;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g23370;167;132;138;37;53;176;114;172;96;57;87
FvH4_1g21691;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g21690;203;215;195;210;221;124;86;114;194;224;222
FvH4_6g50960;16;12;8;7;4;1;0;0;0;0;0
FvH4_4g16630;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g23372;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g49980;9;5;3;15;11;5;3;2;2;1;2
FvH4_6g23371;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g47320;6;8;4;3;2;30;20;32;22;13;28
FvH4_1g08681;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g06020;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g08680;2;3;1;1;0;0;2;0;2;3;1
FvH4_2g08410;0;0;0;0;0;0;0;2;0;0;0
FvH4_3g26050;11;9;4;9;6;1;2;8;2;3;3
FvH4_3g26051;15;6;12;4;9;1;1;4;0;0;1
FvH4_7g11160;186;154;166;51;71;24;12;14;24;13;15
FvH4_4g26020;4;7;0;0;0;12;13;12;2;2;13
FvH4_3g41690;868;875;715;1008;993;657;590;676;881;536;961
FvH4_1g18000;0;0;1;0;0;0;0;0;0;0;0
FvH4_4g02050;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g28680;498;373;488;268;294;172;116;166;250;218;286
FvH4_6g47390;237;265;245;420;400;124;68;92;305;231;200
FvH4_7g23150;277;223;219;111;91;31;21;20;164;137;115
FvH4_3g02080;428;344;358;422;557;188;126;166;361;348;463
FvH4_1g06021;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g21661;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g14040;392;155;229;22;10;8;7;10;9;7;10
FvH4_1g21660;3684;3058;2894;1868;1833;2649;2284;2688;1750;1119;1550
FvH4_1g08670;99;112;105;53;78;59;33;30;49;35;66
FvH4_5g16440;79;52;52;48;62;36;43;38;40;34;49
FvH4_2g08421;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g26061;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g08420;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g26062;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g02070;500;433;369;430;552;425;297;320;524;411;568
FvH4_7g11170;16;13;7;4;3;4;4;0;4;1;1
FvH4_3g02071;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g14080;1197;1066;1120;2461;1535;1694;1250;1294;2073;1360;1911
FvH4_4g26010;12;8;11;11;8;5;1;6;5;2;5
FvH4_3g41680;968;923;1058;305;332;327;257;348;477;365;579
FvH4_4g02062;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g26011;210;203;115;3;1;322;429;472;66;56;127
FvH4_4g02063;0;0;0;0;0;6;3;4;0;1;3
FvH4_4g02060;1813;1663;1616;712;754;5615;3996;4490;2995;1823;2419
FvH4_4g02061;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g28670;172;192;163;148;199;165;91;126;119;89;190
FvH4_1g21670;648;603;537;677;857;519;397;422;885;726;883
FvH4_5g04460;36;51;40;74;96;56;38;64;44;18;35
FvH4_6g47380;948;724;879;633;629;602;483;486;630;461;668
FvH4_7g23140;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g14031;0;2;1;4;13;1;0;0;0;0;1
FvH4_3g26060;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g14030;0;2;0;0;0;0;0;0;0;0;0
FvH4_1g06010;611;634;591;416;567;269;185;196;320;362;281
FvH4_1g06040;522;420;468;1973;2210;261;219;234;904;742;759
FvH4_6g35380;220;249;218;203;202;213;127;134;321;250;352
FvH4_2g08430;30;22;16;1;1;4;7;6;1;1;4
FvH4_3g02060;110;105;78;74;125;22461;16973;17948;7765;6372;8000
FvH4_4g28660;2615;2435;2404;955;1386;584;456;498;282;242;347
FvH4_7g11180;5;2;5;0;0;8;24;10;0;0;0
FvH4_3g14090;3587;3444;3403;3398;4322;1438;972;1118;2327;2454;2394
FvH4_4g26000;738;799;664;909;1270;412;342;328;614;742;959
FvH4_3g38060;427;377;424;652;738;228;104;158;306;262;264
FvH4_4g02030;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g16410;8;8;5;3;4;1;0;2;4;1;10
FvH4_6g47370;2099;1414;2062;151;226;344;254;266;164;190;150
FvH4_1g18020;905;652;755;11;22;18;9;12;23;14;19
FvH4_2g21410;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g14020;0;0;0;0;0;0;0;0;0;1;0
FvH4_5g28402;0;2;7;0;6;1;1;0;0;1;0
FvH4_7g23170;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g28401;0;0;1;0;2;0;0;0;1;0;3
FvH4_5g28400;72;80;73;82;90;78;62;72;61;48;78
FvH4_1g21640;94;56;68;34;9;32;37;74;13;13;12
FvH4_5g04430;2723;2341;2849;4783;5420;619;369;372;2111;2856;2158
FvH4_1g08690;186;178;161;136;179;88;58;86;94;84;92
FvH4_6g35390;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g06030;12;19;10;10;57;0;0;0;10;17;18
FvH4_1g08691;140;96;90;167;152;63;41;57;58;52;83
FvH4_2g08440;570;441;488;169;159;4798;2965;3258;272;163;203
FvH4_3g26083;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g26084;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g28650;10249;9276;9908;2736;2781;7265;5244;5854;1777;1405;1495
FvH4_3g02050;0;0;0;0;0;0;2;0;0;0;0
FvH4_3g38050;4;5;2;5;2;1;1;0;2;2;1
FvH4_7g11190;0;0;0;0;0;804;749;886;61;49;113
FvH4_5g16420;453;423;402;288;523;353;253;244;404;448;474
FvH4_5g16421;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g04440;696;486;394;256;180;1038;757;798;447;284;687
FvH4_1g18010;95;74;79;27;15;80;95;88;67;54;98
FvH4_2g21400;0;0;0;7;0;0;0;0;0;0;0
FvH4_6g47360;5;3;1;2;3;0;0;0;0;0;0
FvH4_3g26081;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g26082;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g23160;636;541;538;751;970;20;3;4;62;135;51
FvH4_4g16670;75;46;43;75;201;2780;1352;1444;2901;3013;1234
FvH4_3g26080;1513;1460;1432;2302;2466;1322;1159;1314;2482;2187;2677
FvH4_4g14010;0;0;0;1;0;0;0;0;1;0;0
FvH4_5g04441;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g21650;412;297;327;139;134;163;141;158;156;124;229
FvH4_3g26010;4;8;3;94;67;265;69;82;1236;715;232
FvH4_4g14080;523;466;476;540;760;328;219;224;448;478;454
FvH4_c6g00110;69;80;53;51;70;39;31;28;56;38;44
FvH4_3g28670;1979;1763;1701;1107;935;1298;1094;1224;859;764;809
FvH4_5g16470;672;624;645;110;146;302;271;276;305;205;450
FvH4_4g26060;5;1;8;2;1;1;1;0;3;2;1
FvH4_3g41650;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g02091;0;1;0;0;0;0;0;0;1;0;3
FvH4_5g28460;1;0;0;1;0;0;0;0;0;0;0
FvH4_3g38000;4;5;2;5;2;1;1;0;2;2;1
FvH4_4g02090;168;141;161;153;203;100;70;86;93;66;88
FvH4_3g14030;65;60;40;120;87;108;54;58;106;54;50
FvH4_5g28463;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g28462;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g04490;2018;1392;1558;936;1173;12558;11170;12460;1520;793;1928
FvH4_5g28461;2;2;13;8;10;2;2;2;2;2;1
FvH4_1g21620;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g14081;41;24;37;26;32;22;9;11;11;11;15
FvH4_1g08640;505;550;525;674;1468;164;84;124;692;947;966
FvH4_3g26020;1;0;0;1;1;0;0;0;4;3;5
FvH4_3g28681;0;1;0;0;0;0;0;0;0;0;0
FvH4_3g28680;202;193;177;209;273;160;177;162;242;159;254
FvH4_5g16480;167;170;195;56;168;47;123;130;31;31;36
FvH4_4g26050;3;5;4;1;3;1;3;6;0;0;0
FvH4_3g41640;57;60;73;3;1;8;1;0;0;0;1
FvH4_4g26051;0;0;1;0;0;0;0;0;0;0;0
FvH4_3g14040;972;998;918;74;80;38;48;46;22;23;63
FvH4_7g23183;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g28450;1;0;1;1;1;0;1;0;0;0;0
FvH4_7g23184;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g23181;37;34;47;23;33;25;18;9;13;15;23
FvH4_7g23182;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g21631;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g23180;1;2;1;1;3;2;8;2;33;50;30
FvH4_1g08630;120;131;113;82;127;89;49;74;88;67;80
FvH4_1g21630;48;48;40;17;7;2948;2204;2488;1320;977;1304
FvH4_1g08631;0;0;0;0;0;0;0;0;0;1;7
FvH4_4g14070;989;856;784;1333;1741;460;372;392;858;657;931
FvH4_1g08660;50;60;41;39;44;27;11;12;22;25;45
FvH4_5g16450;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g26030;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g28693;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g26031;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g28692;0;1;0;0;0;0;0;0;1;0;0
FvH4_3g28691;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g28690;41;39;40;81;98;1;3;2;10;12;18
FvH4_5g04471;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g04470;129;107;85;12;14;12;3;2;19;19;18
FvH4_5g28441;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g14050;2274;2212;2237;583;883;433;366;386;234;146;256
FvH4_3g38021;1;0;3;0;3;0;1;0;2;1;1
FvH4_5g28440;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g38020;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g21600;22;22;17;20;32;1;3;6;13;7;18
FvH4_1g06000;10091;9438;9512;16680;12088;596;316;368;3045;2221;1029
FvH4_4g14060;489;491;461;1364;2404;317;203;222;623;568;904
FvH4_5g16460;438;426;387;661;1076;452;322;364;581;457;615
FvH4_2g08400;719;635;771;802;680;3785;2818;3112;2073;2506;1761
FvH4_4g02084;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g41660;592;434;449;1138;1522;137;92;118;819;1114;1025
FvH4_4g02082;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g28690;40;42;34;19;11;3;1;12;10;9;19
FvH4_4g02083;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g02080;12;12;8;9;12;5;4;0;4;4;3
FvH4_4g02081;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g26030;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g02090;83772;68986;69333;31517;15459;5062;6169;6204;9151;4466;11354
FvH4_3g38010;127;160;134;334;409;45;63;0;109;148;124
FvH4_5g04480;708;709;714;695;617;216;185;174;257;250;300
FvH4_1g21610;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g08650;216;193;177;207;192;301;219;220;337;260;395
FvH4_4g14050;254;118;175;3;6;34;25;24;17;15;8
FvH4_3g28630;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g11320;221;317;286;156;366;3;4;2;9;8;3
FvH4_2g33570;0;0;0;1;1;0;0;0;1;1;0
FvH4_3g04660;258;247;312;275;488;3;0;2;5;2;0
FvH4_3g02000;0;0;0;5;10;16;9;18;1182;1811;406
FvH4_3g41600;0;1;0;0;0;0;1;0;1;0;8
FvH4_7g25970;18;16;14;19;15;0;3;2;1;0;5
FvH4_2g21590;0;0;0;0;0;0;3;0;0;0;0
FvH4_7g13990;167;182;179;191;277;139;125;90;245;190;212
FvH4_7g11332;2;0;3;0;0;1;3;0;0;0;0
FvH4_3g28641;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g11331;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g28640;0;0;0;0;0;85;68;94;4;5;0
FvH4_7g11330;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g33560;96;82;92;303;497;102;69;104;262;316;443
FvH4_3g04651;133;174;131;103;136;58;60;62;60;60;66
FvH4_3g04650;1983;1840;2135;1745;2878;1276;842;952;1556;1171;1744
FvH4_3g14000;299;267;272;314;306;301;260;268;309;257;339
FvH4_7g23300;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g25960;954;959;938;838;953;673;530;612;840;629;786
FvH4_5g04500;5;2;1;9;30;0;0;0;7;5;1
FvH4_7g13980;629;681;545;116;450;1611;1159;1246;1788;1429;2151
FvH4_3g04641;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g11340;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g04640;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g41630;2285;2171;2104;1535;2081;1806;1404;1588;2078;1836;2372
FvH4_3g41620;141;119;116;52;115;17925;14032;16274;4016;3223;3869
FvH4_3g14010;33;35;38;173;381;67;41;24;43;78;33
FvH4_7g23330;59;42;46;44;40;28;14;29;24;23;19
FvH4_7g25990;100;103;75;60;88;258;219;230;303;330;386
FvH4_3g16670;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g11333;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g04630;154;162;178;321;529;154;79;88;142;256;323
FvH4_3g26000;2;0;1;2;1;2;1;0;2;0;0
FvH4_3g28660;0;0;2;0;0;1;0;0;0;1;0
FvH4_7g11350;658;623;607;457;686;339;243;267;339;402;424
FvH4_2g33580;17;11;10;16;26;48;19;26;3;11;9
FvH4_7g23321;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g41610;217;237;230;207;286;201;163;166;210;205;267
FvH4_4g28490;207;212;206;236;361;346;259;290;208;226;251
FvH4_3g14020;65;86;72;27;13;51;80;58;51;12;46
FvH4_7g23320;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g25981;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g25980;0;0;0;0;0;0;0;0;1;0;0
FvH4_3g16680;2027;1883;1893;886;878;793;649;766;606;502;612
FvH4_7g11360;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g33530;15;7;18;6;3;12;19;12;3;0;1
FvH4_3g02040;534;489;435;1173;1272;5601;3434;3710;1394;732;1030
FvH4_6g01902;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g01903;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g16510;849;740;740;2081;2348;654;549;574;1015;844;981
FvH4_6g01900;578;562;481;510;551;504;378;482;627;514;559
FvH4_5g16511;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g01901;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g16610;1041;1071;1057;1297;1727;595;437;470;1205;1031;1066
FvH4_7g23352;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g23350;0;0;1;0;0;0;0;0;0;0;0
FvH4_7g23351;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g21550;25;24;46;0;5;58;8;14;0;1;3
FvH4_5g28500;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g08570;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g04530;274;252;255;358;367;285;251;260;428;416;382
FvH4_5g04531;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g11370;938;1028;894;655;874;319;236;267;409;357;451
FvH4_3g04690;445;405;487;781;1636;654;325;310;2148;3195;1891
FvH4_3g02030;14;11;10;8;18;0;0;0;4;1;1
FvH4_3g28600;3;1;3;0;0;23;28;14;4;5;3
FvH4_3g16620;1;3;2;1;1;3;1;2;16;26;13
FvH4_3g16621;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g21542;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g21543;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g21540;1074;845;994;742;782;1011;632;720;887;680;641
FvH4_2g21541;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g23340;2;0;1;0;0;0;0;0;0;0;0
FvH4_2g08580;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g08582;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g08581;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g04540;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g33550;7;10;10;22;21;6;12;16;33;35;41
FvH4_7g11380;29;33;39;9;35;17;10;12;15;9;7
FvH4_6g01920;86;78;58;152;241;806;672;720;957;801;988
FvH4_6g01921;442;349;391;288;216;297;270;292;291;234;283
FvH4_3g04680;1088;405;910;41;105;139;461;434;322;257;342
FvH4_3g02020;49;34;25;25;12;48;35;28;8;13;17
FvH4_3g04681;151;105;147;842;1182;40;11;2;263;345;344
FvH4_3g28611;214;217;203;177;299;235;146;184;251;267;249
FvH4_3g28610;340;303;258;335;525;189;113;124;289;281;372
FvH4_7g23370;35;32;43;24;22;5;4;2;2;5;1
FvH4_6g13900;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g04510;406;449;389;411;691;164;81;104;237;209;255
FvH4_3g28620;0;4;1;0;1;0;0;0;0;0;0
FvH4_2g33540;437;356;437;487;648;173;124;140;302;254;270
FvH4_7g11390;5;0;0;0;0;0;0;0;0;0;0
FvH4_6g01910;43;54;28;94;50;78;58;78;148;144;151
FvH4_3g04670;437;141;470;39;204;11;5;8;271;431;51
FvH4_3g02010;0;2;0;0;0;0;0;0;0;0;0
FvH4_5g16500;825;710;861;531;446;661;390;484;372;284;366
FvH4_2g21560;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g21561;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g04520;4301;3902;3883;3964;4474;3793;2012;2220;3174;2814;2859
FvH4_6g25910;0;0;0;0;0;1;0;0;0;0;0
FvH4_6g01940;724;726;609;381;449;34;39;22;20;16;32
FvH4_6g01941;818;1474;1148;1403;3066;254;228;274;925;783;666
FvH4_7g01911;28;20;15;40;40;13;10;10;21;15;9
FvH4_6g01950;1135;1127;1095;2511;3589;972;685;834;1342;1218;1683
FvH4_7g01910;62;66;58;90;99;30;12;42;68;38;36
FvH4_7g01912;0;0;2;0;0;0;0;0;1;0;0
FvH4_6g13920;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g25920;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g01930;924;867;779;614;666;625;551;692;633;510;627
FvH4_7g01920;35;32;29;7;10;1;2;6;4;3;2
FvH4_6g37900;294;262;263;242;359;283;225;234;277;248;275
FvH4_6g25930;0;0;0;1;0;0;0;0;0;0;0
FvH4_6g13910;289;285;318;293;363;207;140;166;286;244;352
FvH4_7g13920;3;0;3;0;0;0;0;0;0;0;0
FvH4_7g13921;1;5;3;0;0;0;0;2;0;0;0
FvH4_6g13950;162;152;132;18;15;34;42;48;18;15;23
FvH4_7g25900;1;0;0;0;0;0;0;0;0;2;0
FvH4_c6g00090;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g01930;119;108;107;129;190;97;77;106;112;85;123
FvH4_6g01970;203;173;177;112;131;78;68;54;73;51;73
FvH4_7g13910;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g13940;1042;921;882;469;323;2467;2193;2528;1414;1059;1400
FvH4_c6g00080;370;362;340;299;392;219;155;178;288;298;387
FvH4_7g01940;242;188;247;222;135;677;498;516;1457;838;404
FvH4_3g16600;116;97;83;211;242;270;355;348;208;143;339
FvH4_6g01960;382;380;313;569;481;1010;843;876;1148;1068;1137
FvH4_6g13930;583;576;546;565;1139;392;224;220;178;192;189
FvH4_3g04620;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g13940;6;4;2;0;0;0;0;0;0;0;2
FvH4_7g13941;3;2;2;0;0;0;0;0;0;0;1
FvH4_6g13970;63;76;59;48;72;54;55;56;89;99;127
FvH4_6g11310;255;245;254;677;801;319;265;264;628;483;785
FvH4_7g01960;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g01951;193;173;178;67;141;171;125;118;81;70;53
FvH4_6g01990;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g01950;542;513;505;445;565;540;353;346;443;328;470
FvH4_6g25960;0;0;0;2;0;1;0;4;0;1;0
FvH4_6g37932;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g23301;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g23300;138;93;95;58;40;11;2;4;11;5;15
FvH4_6g50910;13;25;29;18;32;453;318;536;317;260;342
FvH4_6g49930;3;1;3;0;4;1;1;0;2;3;4
FvH4_7g13950;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g13930;0;0;0;1;0;0;0;0;0;0;0
FvH4_3g04611;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g13931;0;1;0;0;0;0;0;0;0;0;0
