Name;FK0HR1;FK0HR2;FK0HR3;FK42DR1;FK42DR2;FK42DR3;FL0HR1;FL0HR2;FL0HR3;FL42DR1;FL42DR2;FL42DR3
FvH4_6g40120;214;219;223;103;75;68;132;164;184;70;120;83
FvH4_4g00823;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g42780;333;308;317;101;137;69;81;160;83;85;151;64
FvH4_4g00822;7331;6417;6740;1594;2091;1428;1207;942;1969;1414;699;1042
FvH4_4g00840;0;2;0;2;0;0;0;0;0;3;0;0
FvH4_6g40100;309;250;289;193;150;142;157;149;172;201;187;180
FvH4_6g39130;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g12800;253;224;233;474;312;256;161;177;110;237;170;208
FvH4_6g15140;0;0;1;0;0;0;0;0;2;0;0;0
FvH4_4g36800;4400;4006;4421;2971;2795;2608;1784;2295;2243;3142;3836;2827
FvH4_5g21180;797;752;813;681;449;443;232;254;259;371;328;285
FvH4_5g33161;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g33160;194;205;241;137;136;96;1;5;2;0;0;0
FvH4_6g27150;5866;5317;5415;2591;2371;2192;7061;7095;8470;4513;5445;4078
FvH4_6g42770;0;0;0;0;0;0;0;1;0;0;0;0
FvH4_6g03160;436;426;385;139;131;91;5988;4384;6245;2190;1473;1864
FvH4_6g42750;854;844;941;505;475;447;387;460;447;234;232;238
FvH4_1g27580;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g15170;2892;2841;2989;1714;1796;1823;788;1369;977;1277;1835;1030
FvH4_6g30770;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g08190;1299;1134;1298;7051;5805;5275;98;296;148;4820;3194;5739
FvH4_4g36810;0;0;0;1;0;0;0;0;1;1;2;0
FvH4_6g30760;117;107;92;24;34;24;287;263;224;27;38;27
FvH4_5g21170;417;453;416;315;229;233;185;355;210;304;423;290
FvH4_5g21171;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g33150;55;47;57;25;16;33;22;53;35;61;74;33
FvH4_6g03191;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g03190;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g42760;539;500;599;450;448;423;208;225;257;184;203;175
FvH4_6g27121;502;466;539;490;484;403;377;587;362;281;485;318
FvH4_6g29780;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g00800;8597;8973;10772;3399;3270;2301;855;626;643;719;616;596
FvH4_6g27120;214;249;262;17;11;15;399;279;761;82;52;78
FvH4_6g42740;83;65;69;46;39;60;1795;1087;1876;151;154;180
FvH4_1g27590;0;0;0;0;0;0;3;28;0;0;0;0
FvH4_6g15160;91;87;151;331;245;161;790;1066;842;785;1177;845
FvH4_6g30780;14;13;10;981;750;856;13;41;18;27;95;25
FvH4_6g30781;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g39110;0;0;3;0;0;0;0;2;0;0;0;5
FvH4_6g30771;0;1;1;0;1;0;0;0;0;0;0;0
FvH4_6g30772;0;0;0;0;0;0;0;5;0;0;0;0
FvH4_4g36820;14;11;17;14;10;5;6;3;3;4;11;6
FvH4_5g21160;71;39;72;23;15;20;59;102;75;29;86;34
FvH4_5g33140;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g03181;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g03180;142;108;173;141;210;181;224;948;134;197;1660;266
FvH4_4g00810;1393;1337;1568;2023;1572;1384;698;775;709;1196;1635;1087
FvH4_6g27130;955;867;972;613;492;403;397;516;403;397;472;420
FvH4_6g27132;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g03182;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g27131;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g00870;8;3;5;2;3;7;0;0;0;0;0;2
FvH4_6g39160;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g15570;0;1;0;0;1;0;0;0;0;0;0;0
FvH4_6g15190;780;846;871;570;513;443;623;766;762;779;756;760
FvH4_6g52140;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g12861;100;74;66;133;131;139;120;161;125;296;352;274
FvH4_4g09211;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g09210;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g09213;0;0;0;0;0;0;0;5;0;0;0;0
FvH4_4g09212;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g10200;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g12860;88;109;71;47;52;37;27;27;31;27;42;17
FvH4_6g27180;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g40160;3257;3294;3499;1766;1822;1790;1523;2014;1901;1285;1586;1298
FvH4_1g27560;798;745;905;682;509;502;350;622;426;603;839;594
FvH4_1g03590;798;693;738;1523;1403;1056;176;914;135;94;361;113
FvH4_4g24831;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g24830;300;325;365;1018;655;534;4157;3500;4342;4274;4938;4139
FvH4_6g27190;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g00880;558;520;595;310;261;290;124;299;182;248;375;198
FvH4_6g15181;0;1;0;0;1;0;0;0;0;0;0;0
FvH4_6g39170;737;673;661;328;213;211;1154;797;1521;1529;1192;1508
FvH4_1g15560;239;275;271;179;98;118;111;142;132;231;345;189
FvH4_6g15180;449;399;383;292;219;168;9;9;34;22;19;19
FvH4_6g52130;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g12850;3730;3763;4070;3041;2750;2406;1650;1749;1846;2067;2408;1845
FvH4_4g09200;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g09202;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g09201;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g27570;0;0;0;0;0;0;0;0;0;0;0;1
FvH4_1g03580;2476;2326;2826;1628;1551;1254;808;920;986;1315;1170;1236
FvH4_6g40150;355;302;301;254;173;141;62132;35579;65022;12405;9311;12479
FvH4_4g00850;9854;10153;10221;7707;6457;6302;2792;5305;3653;7441;8323;5970
FvH4_4g24820;9;1;8;2;2;2;6;4;0;0;4;0
FvH4_6g39140;3864;3682;3944;3898;3516;2939;1099;1344;1217;1991;2458;1923
FvH4_6g52121;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g52120;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g12840;474;441;536;610;661;589;236;350;301;438;480;420
FvH4_1g15590;0;0;2;1;5;0;0;0;0;0;8;0
FvH4_1g27540;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g33190;150;170;163;420;376;344;337;693;332;534;1315;561
FvH4_1g27541;199;185;230;404;421;308;198;176;193;251;326;246
FvH4_1g27542;281;265;324;543;588;433;141;219;182;293;377;289
FvH4_6g40140;2429;2224;2275;1491;1331;1375;886;1805;948;1401;1880;1224
FvH4_4g24810;17;19;18;30;35;17;1;12;1;6;36;12
FvH4_6g39150;670;726;652;253;197;211;312;272;341;134;254;153
FvH4_1g15580;1;0;0;4;1;0;1;11;1;1;2;0
FvH4_6g39151;171;149;144;115;99;97;82;62;55;102;128;124
FvH4_6g52110;191;222;224;195;113;115;182;133;221;564;500;497
FvH4_6g52100;1701;1484;1841;1075;671;528;792;860;1012;1145;1019;1048
FvH4_4g12830;519;518;545;996;844;730;117;166;169;490;534;489
FvH4_4g24801;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g24800;97;94;77;166;158;197;2;0;1;1;27;0
FvH4_5g33180;0;0;0;0;0;0;0;8;0;3;25;1
FvH4_6g40130;1371;1256;1448;1269;1097;890;480;651;624;1104;1017;1109
FvH4_6g42791;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g42790;2;0;2;0;0;1;0;4;0;1;1;2
FvH4_4g22220;43;33;38;69;27;20;137;76;135;75;55;51
FvH4_3g45490;2150;2009;2236;2688;2854;2760;961;2907;1029;1583;2240;1502
FvH4_7g06490;3420;3350;3401;2969;3069;2739;1759;1659;2071;1894;2157;1914
FvH4_4g24880;737;644;693;464;419;332;234;196;223;303;377;251
FvH4_2g02550;1886;1767;2045;967;784;632;988;994;1126;1061;1052;981
FvH4_7g31450;173;174;203;235;143;162;1960;4119;2241;841;1095;848
FvH4_2g26520;607;564;561;787;745;538;212;184;232;324;288;288
FvH4_2g38500;33;11;14;6;3;2;4;37;12;17;24;23
FvH4_5g11780;4;10;8;12;15;14;19;57;11;15;67;12
FvH4_6g52180;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g35750;30;33;43;40;40;23;31;22;32;42;21;38
FvH4_1g15530;13;30;19;3;2;6;5;21;4;4;17;2
FvH4_4g09250;1;2;21;0;0;0;0;0;0;0;0;0
FvH4_7g18480;0;1;0;0;0;0;0;0;0;0;0;0
FvH4_7g18481;0;1;0;0;0;0;1;0;0;1;0;1
FvH4_4g10240;1;1;0;0;0;0;0;0;0;0;0;0
FvH4_4g34211;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g36870;3107;3055;3065;2115;2141;1642;865;1127;1108;1161;1244;1170
FvH4_4g34210;7;3;7;13;6;2;17;5;4;8;7;14
FvH4_4g34213;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g34212;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g14540;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g34214;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g03550;161;175;289;248;156;165;140;235;115;1872;787;1894
FvH4_1g03551;6;8;6;46;32;34;0;3;2;722;211;651
FvH4_5g23771;6;2;3;11;7;8;8;10;11;13;28;9
FvH4_5g23770;494;461;422;742;966;1377;228;802;238;557;1739;711
FvH4_5g21110;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g23772;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g27520;100;61;82;42;24;19;36;54;50;23;19;27
FvH4_4g22210;263;248;273;182;170;152;80;57;128;93;84;65
FvH4_4g24870;1193;1079;1174;529;637;541;182;202;171;65;117;74
FvH4_2g02561;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g31440;33;43;40;75;69;64;26;33;25;59;31;41
FvH4_2g02560;335;320;361;13;11;5;7;2;14;16;15;2
FvH4_2g26510;1788;1637;1813;868;887;787;484;548;493;696;874;740
FvH4_6g52170;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g26511;101;74;96;104;90;45;49;44;50;43;121;64
FvH4_2g26512;0;0;0;0;0;0;0;0;0;0;1;0
FvH4_5g11790;8;18;14;6;2;4;6;7;1;0;9;1
FvH4_5g35740;9717;9139;10100;8670;7128;6415;2863;4219;2925;4505;4936;4945
FvH4_1g15520;397;394;396;235;215;257;127;155;140;174;220;150
FvH4_4g09240;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g09242;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g10231;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g09241;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g10230;824;844;906;192;197;207;443;483;579;257;390;239
FvH4_7g18470;5;12;4;0;2;4;11;10;10;5;19;3
FvH4_4g09244;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g09243;25;29;14;43;22;22;8;14;9;25;43;13
FvH4_4g12890;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g12891;1;2;0;0;0;0;0;0;0;0;0;0
FvH4_2g14530;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g10233;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g10232;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g03540;215;190;262;70;68;49;196;261;198;139;267;122
FvH4_1g03541;497;502;603;561;586;466;139;263;151;252;251;224
FvH4_5g23760;65;49;63;58;20;36;740;528;779;404;302;386
FvH4_6g40190;321;300;334;183;190;163;137;231;199;149;231;112
FvH4_7g31431;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g03542;0;0;3;0;1;0;0;0;0;1;0;0
FvH4_7g31430;0;0;0;0;0;0;0;54;0;0;0;0
FvH4_4g36880;1;0;1;3;0;0;0;0;0;0;0;1
FvH4_5g21100;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g27530;16;21;18;0;0;1;4;5;8;4;4;7
FvH4_4g24860;259;225;275;93;67;56;113;149;103;71;152;76
FvH4_4g00890;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g26540;5;7;11;6;6;2;0;0;0;0;0;0
FvH4_4g00892;1;0;2;5;0;0;0;0;0;0;1;0
FvH4_4g22200;344;316;363;115;206;140;163;200;185;19;80;13
FvH4_4g00891;0;0;0;2;0;5;0;0;0;2;1;1
FvH4_7g31470;3;6;1;1;0;0;0;18;0;0;0;0
FvH4_1g15550;1;0;0;3;0;0;0;0;0;0;0;0
FvH4_2g38520;189;198;186;240;201;146;1124;1234;1409;3778;2061;3785
FvH4_6g52160;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g35730;150;150;156;166;148;161;78;104;107;134;116;119
FvH4_5g11760;58;59;72;44;31;33;60;127;52;30;138;19
FvH4_1g15551;22;22;12;645;583;462;0;3;1;62;36;47
FvH4_4g10220;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g09230;0;0;0;0;0;0;0;4;0;0;0;0
FvH4_4g34230;102;118;124;105;53;40;49;54;29;71;138;74
FvH4_5g08112;0;0;0;0;0;0;0;0;0;0;1;0
FvH4_5g08111;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g08110;382;380;520;258;136;100;290;197;339;276;457;303
FvH4_2g14560;16;13;27;87;59;68;0;0;1;5;0;4
FvH4_4g12880;492;442;517;182;117;122;324;364;346;494;462;490
FvH4_4g10222;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g10221;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g39180;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g03572;8;7;2;4;9;0;0;0;4;3;10;7
FvH4_6g40180;229;276;334;36;23;39;14;10;16;47;31;31
FvH4_4g36890;151;125;151;516;331;298;2969;4214;3903;12559;11274;12899
FvH4_5g23751;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g27500;0;0;0;0;0;0;0;1;0;0;0;0
FvH4_5g23750;228;217;255;97;118;123;67;120;104;68;75;36
FvH4_1g03570;11;4;3;10;12;8;4;8;7;11;10;18
FvH4_1g03571;2;3;2;0;0;1;7;1;2;3;1;4
FvH4_4g24850;34;21;20;49;17;15;403;283;391;630;484;533
FvH4_2g02580;44;61;40;27;15;30;22;76;28;13;91;21
FvH4_7g31461;0;2;0;0;0;0;0;0;0;0;1;0
FvH4_2g26530;245;245;292;198;126;100;164;132;214;255;203;215
FvH4_7g31460;262;281;313;458;264;251;50;104;56;181;128;161
FvH4_2g38510;817;806;816;565;382;332;285;377;336;382;395;360
FvH4_5g11770;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g52150;117;117;118;76;86;85;7;10;18;29;3;48
FvH4_5g35720;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g15540;1;1;2;1;3;0;1;1;2;1;1;0
FvH4_5g35711;3;15;3;48;104;37;0;0;0;0;2;0
FvH4_4g34241;1541;1423;1456;989;674;570;705;686;796;608;907;580
FvH4_5g35712;5;10;2;37;87;32;0;0;1;0;1;0
FvH4_7g18490;0;0;0;0;0;0;0;1;0;0;0;0
FvH4_2g14550;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g08121;58;60;60;63;42;44;48;28;44;69;46;53
FvH4_5g08120;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g10211;0;1;0;0;0;0;0;0;0;0;0;0
FvH4_4g12870;1752;1565;1855;1177;1335;1127;322;432;432;519;542;431
FvH4_6g39190;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g10210;3815;3338;3430;1012;1215;1099;651;839;790;562;706;498
FvH4_6g39191;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g40170;2;1;0;0;0;0;2;0;0;0;0;0
FvH4_1g27510;2;1;0;0;0;0;0;0;0;0;1;1
FvH4_5g23740;0;3;0;0;0;1;0;0;0;1;1;1
FvH4_4g34240;799;667;758;1638;1067;919;413;719;414;324;770;265
FvH4_1g03560;42;40;38;9;1;6;14;10;5;30;9;29
FvH4_7g31490;1199;1291;1314;313;257;313;1133;557;1762;359;149;329
FvH4_3g45450;252;222;239;737;718;716;126;177;124;274;554;214
FvH4_5g35790;639;585;686;259;254;136;349;303;375;245;274;217
FvH4_2g02510;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g35791;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g02511;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g09291;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g08170;0;0;0;0;0;0;54;54;68;20;45;23
FvH4_4g09290;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g22260;1;1;1;0;0;0;0;0;0;1;0;0
FvH4_2g02512;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g02513;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g03510;2;1;0;9;13;13;874;830;715;851;1039;845
FvH4_3g33471;6;4;5;2;3;4;0;1;2;2;1;1
FvH4_3g33470;2;0;3;0;0;0;0;0;0;0;0;0
FvH4_4g36830;167;152;200;240;105;100;137;159;170;227;326;268
FvH4_5g21150;1219;1085;1272;429;485;424;500;948;550;208;374;133
FvH4_4g10280;1018;917;1054;515;427;417;5710;5361;6930;2651;3233;2582
FvH4_7g31480;0;2;0;0;2;0;0;6;0;0;0;0
FvH4_3g21490;22;16;8;3;1;1;18;79;11;9;50;13
FvH4_3g21491;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g21492;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g35780;1;0;5;0;0;0;0;0;0;1;0;0
FvH4_4g09280;2;4;1;0;0;0;3;1;2;2;1;0
FvH4_2g02520;2;1;4;2;0;1;2;0;5;5;2;9
FvH4_5g08180;613;545;625;507;419;366;233;264;281;349;384;314
FvH4_3g21493;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g09282;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g21494;3;0;0;1;0;1;0;0;0;0;0;1
FvH4_4g09281;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g22250;80;68;75;64;34;35;29;14;28;33;20;21
FvH4_4g09283;2;1;4;0;7;0;1;1;1;2;3;2
FvH4_4g36840;408;452;509;455;314;240;237;293;290;424;499;405
FvH4_4g10273;2;4;3;6;0;8;0;1;2;0;1;1
FvH4_4g10272;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g33460;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g33121;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g03500;1338;1414;1391;1121;1088;1035;490;1006;604;1006;1380;946
FvH4_5g33120;0;0;0;0;0;0;0;0;0;1;0;0
FvH4_5g21140;123;105;137;49;54;39;128;119;128;88;150;82
FvH4_4g10271;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g10270;582;509;603;311;226;226;249;244;225;232;322;259
FvH4_4g22240;154;137;144;183;356;181;1;6;1;3;61;5
FvH4_3g45470;3237;2996;3517;3288;2610;2371;1110;2082;1328;2590;3061;2404
FvH4_5g08150;2306;2321;2400;905;711;664;673;1429;1089;1669;1813;1328
FvH4_2g26500;612;592;649;134;80;98;106;134;167;135;135;108
FvH4_5g35770;202;188;249;190;177;131;236;301;241;427;471;416
FvH4_2g02530;0;0;0;0;0;0;14;16;21;1;2;1
FvH4_1g15510;68;36;54;32;13;25;3;19;10;48;48;38
FvH4_4g09270;6;8;10;12;10;13;3;3;3;1;2;0
FvH4_4g36850;1;0;0;1;0;0;0;0;0;1;0;0
FvH4_5g33112;12;11;14;26;25;17;3;4;5;12;16;9
FvH4_5g33111;184;168;206;299;362;243;149;214;158;325;248;277
FvH4_5g33110;6;5;8;16;10;6;7;2;10;18;9;15
FvH4_3g33490;487;358;432;285;295;223;945;1413;1190;854;617;812
FvH4_2g14521;0;0;1;0;0;0;3;1;0;1;0;1
FvH4_2g14520;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g23790;53;68;73;40;64;59;144;164;153;12;72;16
FvH4_1g03530;76;50;65;62;57;50;24;23;23;18;34;24
FvH4_5g21130;18;16;12;16;5;8;17;24;17;27;52;25
FvH4_2g14522;0;0;0;0;0;0;0;1;0;0;0;0
FvH4_1g15500;351;373;465;324;309;244;64;102;97;87;149;67
FvH4_4g22230;360;298;353;271;204;174;69;34;64;108;96;61
FvH4_3g45460;51;36;63;35;33;28;20;45;31;89;113;61
FvH4_2g02540;1166;1107;852;494;611;465;249;643;205;320;713;321
FvH4_6g52190;579;833;552;203;60;62;0;1;4;0;0;1
FvH4_5g08160;381;339;406;269;197;210;148;212;223;372;359;343
FvH4_5g35760;2020;1865;2403;3;9;7;1775;2462;2520;53;68;66
FvH4_4g09260;3;0;1;0;0;0;0;0;0;0;0;0
FvH4_4g24890;17;12;21;11;14;7;31;22;31;19;23;20
FvH4_4g10253;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g36861;7757;7588;8126;7684;6957;6765;1471;5915;1802;5747;7339;5006
FvH4_4g10252;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g36862;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g10251;0;0;1;1;0;0;0;0;0;0;0;0
FvH4_4g34200;2;9;4;14;25;12;61;66;106;69;158;51
FvH4_4g10250;0;0;0;0;0;0;0;5;0;0;0;0
FvH4_4g36860;1675;1625;1710;1683;1490;1332;838;1412;968;2464;2545;2325
FvH4_5g33100;38;38;32;46;45;30;24;25;24;62;65;53
FvH4_3g33480;716;695;752;1012;1069;851;281;357;326;387;487;450
FvH4_2g14510;0;0;0;0;0;0;0;0;0;3;0;3
FvH4_1g03520;454;371;511;197;171;147;106;111;104;91;87;72
FvH4_5g21120;31;12;18;18;19;27;40;57;63;23;103;42
FvH4_2g26480;8;8;1;0;0;0;13;5;8;2;0;0
FvH4_5g23800;345;327;339;669;625;473;445;401;460;353;489;306
FvH4_3g45410;80;84;82;23;10;11;545;589;597;450;517;466
FvH4_2g38462;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g38461;0;0;0;1;0;0;0;0;0;11;10;7
FvH4_2g38460;191;136;178;169;123;84;26;60;37;37;68;37
FvH4_3g21440;570;621;745;239;190;197;137;129;126;41;52;31
FvH4_3g21441;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g11810;12;15;12;5;3;6;0;5;12;1;5;4
FvH4_5g11811;1;0;0;0;0;0;1;1;0;0;0;0
FvH4_7g06406;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g06405;0;0;1;0;0;0;0;0;0;0;2;0
FvH4_3g08460;109;120;153;49;34;30;39;61;33;21;75;16
FvH4_5g11812;0;2;0;1;0;0;0;0;0;0;0;0
FvH4_7g18400;2641;2450;2273;1319;1030;600;807;577;837;695;620;569
FvH4_3g33430;6;2;1;0;2;0;2;2;4;3;2;4
FvH4_2g26470;2397;2395;2592;19;19;25;665;661;836;25;11;27
FvH4_4g22290;0;0;0;0;0;0;0;0;0;1;1;1
FvH4_3g08450;1409;1300;1204;1066;983;736;433;542;489;422;719;314
FvH4_2g38450;104;71;68;1;0;3;0;1;0;0;0;0
FvH4_3g21450;103;80;133;75;76;43;65;49;70;43;79;31
FvH4_3g45400;266;216;306;241;264;108;218;166;171;117;172;109
FvH4_3g45401;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g14491;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g11821;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g14490;2;0;0;0;0;0;2;0;0;0;0;1
FvH4_5g11822;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g11820;10;13;11;13;3;10;46;32;39;8;9;21
FvH4_5g11823;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g08440;63;57;54;299;226;195;26;13;15;15;36;12
FvH4_3g45430;909;921;954;286;232;181;253;342;329;171;227;138
FvH4_7g06430;490;485;517;393;326;312;197;310;225;323;366;270
FvH4_3g21460;1461;1316;1465;1631;1529;1286;7;34;19;20;55;11
FvH4_4g22280;35;37;43;23;26;39;16;21;22;24;34;17
FvH4_2g38480;100;150;188;9550;4951;6634;1729;13124;1238;2833;6490;2853
FvH4_1g03610;185;186;198;110;73;85;30;45;41;46;57;32
FvH4_7g18420;5;0;2;0;1;1;0;9;1;1;0;1
FvH4_3g33450;511;503;503;864;760;634;398;410;427;701;633;704
FvH4_7g18421;1;2;2;1;0;1;1;1;0;0;4;1
FvH4_4g22273;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g21470;506;458;449;430;382;377;1635;1708;1801;3119;3963;2940
FvH4_7g06440;867;701;850;632;474;511;275;639;419;699;847;575
FvH4_3g45420;5;6;5;5;8;3;0;1;0;0;1;0
FvH4_3g08430;20;14;34;5;10;3;0;0;0;0;0;0
FvH4_3g21471;0;0;0;0;0;0;0;1;0;0;0;0
FvH4_4g22271;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g22272;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g38470;851;797;861;914;836;720;438;729;534;592;828;638
FvH4_4g22270;51;54;67;25;26;20;29;21;32;19;22;13
FvH4_5g11800;71;90;103;21;34;20;45;97;23;7;155;5
FvH4_1g03600;1282;1203;1346;1448;1087;1068;1682;2121;1925;1998;1975;1977
FvH4_7g18411;1253;1207;1273;854;951;753;976;889;1072;2149;1611;2026
FvH4_3g33440;1420;1366;1686;716;699;541;1273;1973;1178;297;483;260
FvH4_7g18410;651;529;664;806;792;659;244;310;250;420;492;341
