Name;FK0HR1;FK0HR2;FK0HR3;FK42DR1;FK42DR2;FK42DR3;FL0HR1;FL0HR2;FL0HR3;FL42DR1;FL42DR2;FL42DR3
FvH4_3g27710;2414;2217;2326;1482;1665;1635;646;819;793;727;911;662
FvH4_5g37800;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g34490;228;194;221;129;113;121;433;582;489;326;526;311
FvH4_5g13850;68;39;92;22;26;44;2;2;5;2;2;2
FvH4_4g36520;0;0;0;0;0;0;0;0;0;0;1;1
FvH4_3g15730;33;29;32;42;37;36;19;19;21;18;26;34
FvH4_4g12530;528;464;566;533;602;464;231;426;198;303;836;403
FvH4_5g25820;1244;1121;1282;987;969;798;448;629;533;589;639;432
FvH4_5g25821;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g01870;762;708;812;616;443;417;406;414;403;549;612;522
FvH4_4g00531;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g00530;1;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g25800;0;0;0;0;0;0;0;1;1;0;0;1
FvH4_3g03710;0;1;0;0;1;0;1;1;0;1;0;2
FvH4_4g24500;168;139;193;1181;785;826;3;11;9;2;5;6
FvH4_6g52280;2453;2306;2576;1538;1488;1293;732;1164;861;1267;1708;1242
FvH4_5g13820;3907;3742;3682;1357;1322;1395;1126;1841;1487;1398;2031;1328
FvH4_3g27720;303;255;280;854;622;471;751;601;849;4339;3542;4366
FvH4_3g15740;319;287;362;226;208;148;148;144;176;145;138;134
FvH4_4g12520;789;826;1043;28;10;11;60;32;71;48;24;24
FvH4_4g36530;1096;958;997;2843;2527;2167;535;638;582;1669;1312;1830
FvH4_5g13810;336;310;312;111;91;103;46;94;48;38;65;41
FvH4_5g01840;50;31;44;2314;1485;2390;664;2685;631;1986;4536;2690
FvH4_5g01841;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g39711;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g25810;7;12;9;5;15;13;4;7;4;6;5;4
FvH4_3g39710;83;62;99;42;20;28;1219;1192;1213;599;763;580
FvH4_3g03700;0;0;0;0;0;0;0;0;0;1;0;0
FvH4_4g00540;481;481;511;462;353;301;142;280;172;358;539;323
FvH4_1g21090;4;3;3;8;1;0;3;1;3;6;6;4
FvH4_6g52270;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g12502;0;0;0;6;8;1;0;0;0;3;4;0
FvH4_4g12503;0;0;1;0;0;0;0;0;0;0;0;0
FvH4_5g13830;215;188;163;291;241;279;496;637;602;790;896;711
FvH4_4g12510;3229;3041;2880;7516;8333;7576;2825;3910;3191;3211;4469;3393
FvH4_4g36540;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g01850;0;1;0;2;0;0;0;0;0;0;1;0
FvH4_3g39700;342;325;338;70;44;49;142;138;156;97;130;75
FvH4_3g01110;563;532;564;179;141;133;255;277;326;131;184;121
FvH4_2g34460;4;4;4;9;9;6;0;7;4;6;10;7
FvH4_1g08080;216;172;205;23;40;33;98;61;106;23;5;9
FvH4_5g11220;4;0;6;1;2;1;9;7;12;24;24;19
FvH4_5g13881;0;0;0;0;0;0;1;4;0;0;0;0
FvH4_4g00591;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g13880;0;0;0;0;1;3;0;2;1;0;0;0
FvH4_2g10490;11;24;33;13;6;7;7;9;2;4;10;4
FvH4_4g00590;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g37850;313;263;221;509;363;293;79;165;109;219;183;238
FvH4_4g24560;293;271;333;213;212;192;175;269;237;260;335;266
FvH4_5g11221;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g03770;484;455;539;330;285;237;246;331;289;262;447;307
FvH4_7g02800;149;131;146;45;44;17;203;211;203;69;124;84
FvH4_7g02801;0;0;0;0;0;1;0;0;0;0;0;0
FvH4_2g22480;613;591;658;549;602;643;348;506;416;528;547;472
FvH4_4g12580;175;180;187;202;105;123;2047;2405;2433;1714;2225;1626
FvH4_5g23210;1349;1155;1288;2277;1791;1450;2971;4105;3281;8476;7908;9418
FvH4_5g25870;737;663;834;614;480;499;608;1541;728;1547;2049;1473
FvH4_3g01100;37;34;21;14;27;17;10;11;9;15;21;20
FvH4_4g24551;1063;1160;1120;2220;1947;1656;795;885;925;1000;1143;883
FvH4_4g24550;54;43;65;142;162;167;115;77;134;26;26;20
FvH4_1g08070;0;0;1;1;0;0;0;0;1;0;1;0
FvH4_5g11230;1;4;3;1;3;2;4;6;8;5;12;7
FvH4_5g13893;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g11231;9;0;0;10;0;6;0;0;0;5;0;0
FvH4_5g13892;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g13891;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g37840;2205;2063;2388;311;383;282;193;99;345;153;149;97
FvH4_5g13890;8;12;11;1;7;2;6;40;12;0;7;2
FvH4_3g03760;1264;1057;1242;492;490;434;484;481;569;622;758;563
FvH4_7g02810;4266;3796;4159;1359;1218;1073;1117;1303;1172;1318;1432;1242
FvH4_1g21071;1;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g21070;995;890;1050;625;518;521;493;554;680;399;517;381
FvH4_5g25860;2;0;0;0;0;0;0;0;1;0;0;1
FvH4_2g22470;871;753;837;2484;1778;1830;32074;22767;33868;22464;21831;23306
FvH4_4g12570;546;561;591;178;182;143;189;180;255;136;171;120
FvH4_5g23200;1053;932;1055;1665;1210;1122;502;883;612;1279;1580;1301
FvH4_3g03751;3;3;3;0;0;2;1;1;1;0;0;4
FvH4_3g03750;4;2;1;2;0;0;0;0;0;1;0;0
FvH4_4g24540;256;297;343;92;86;73;145;739;177;85;335;120
FvH4_4g00571;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g00570;169;180;175;226;157;141;135;279;165;299;368;305
FvH4_5g13860;4900;4965;5227;2986;2882;2592;2023;2539;2504;2419;2701;2176
FvH4_5g11201;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g37830;916;790;964;4501;3627;2829;244;670;275;1322;1482;1198
FvH4_2g34480;388;395;462;179;178;241;30;38;26;19;25;16
FvH4_5g11200;0;2;2;0;1;0;2;19;2;0;2;10
FvH4_7g02820;217;230;256;164;125;86;72;119;102;284;319;343
FvH4_4g12560;0;0;0;0;1;0;3;0;1;0;1;0
FvH4_5g25850;171;149;177;148;152;136;98;131;115;93;140;74
FvH4_5g01880;3;4;2;9;2;3;234;214;269;201;188;226
FvH4_5g25851;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g03740;115;101;118;89;61;59;450;681;487;739;473;874
FvH4_4g24531;0;0;1;0;0;0;0;0;0;0;0;0
FvH4_4g24530;20;16;13;27;18;13;6;2;2;4;10;4
FvH4_1g08090;3917;3700;4218;1316;1510;1129;1655;1719;1894;1908;1910;2015
FvH4_2g34471;24;6;15;42;18;24;1607;936;1846;2073;1361;2111
FvH4_2g34470;263;271;315;85;90;82;15;39;48;51;96;44
FvH4_5g13870;138;107;123;210;173;169;76;273;79;428;682;382
FvH4_4g00580;0;0;0;0;0;0;0;11;0;0;0;0
FvH4_2g34472;568;536;572;911;886;750;488;654;532;934;1206;926
FvH4_5g37820;2158;2015;2371;2577;2313;1848;1152;1644;1236;775;1256;726
FvH4_5g11210;77;71;76;55;30;38;38;37;44;18;56;20
FvH4_5g37822;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g02840;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g37821;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g02830;0;0;0;0;0;0;0;0;1;0;0;0
FvH4_4g12550;79;77;79;128;58;59;88;44;87;42;73;40
FvH4_4g36500;328;284;293;466;337;282;84;79;82;179;141;134
FvH4_2g22490;1030;902;1083;828;759;676;1508;4549;1636;2886;5234;2957
FvH4_5g01890;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g25840;734;673;668;1104;789;672;994;807;1134;1670;1858;1641
FvH4_1g08160;809;692;713;605;440;363;437;340;298;114;265;85
FvH4_1g08161;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g21140;17;19;33;79;43;57;12;22;32;83;96;86
FvH4_4g36590;23;16;26;3;2;0;14;9;12;2;4;4
FvH4_5g01901;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g08150;1249;1074;1205;1047;812;694;407;416;481;573;696;602
FvH4_5g01900;0;1;0;0;0;0;0;1;1;0;1;0
FvH4_4g24590;811;718;809;915;914;658;655;666;634;577;831;574
FvH4_1g21150;1034;967;1120;529;486;573;89;48;77;56;53;45
FvH4_7g24190;0;0;0;0;0;0;0;0;0;0;1;0
FvH4_1g08180;634;630;648;589;543;399;1507;1499;1529;794;919;825
FvH4_4g24580;1255;1219;1198;1117;1035;985;370;501;524;690;796;660
FvH4_1g21120;0;0;0;0;0;0;0;1;0;0;0;0
FvH4_6g05810;0;0;0;0;0;0;0;0;0;0;2;0
FvH4_1g23780;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g08170;1;2;4;0;0;0;0;0;1;0;0;0
FvH4_4g24570;292;248;288;198;169;128;147;219;192;395;455;441
FvH4_1g21130;196;206;251;248;186;166;89;279;103;281;439;252
FvH4_6g05800;360;347;369;136;95;100;36;42;36;36;58;39
FvH4_4g12590;18;15;14;5;0;0;1;1;8;12;7;9
FvH4_1g23790;1669;1212;1292;706;431;459;2045;1956;2709;2469;2467;2073
FvH4_1g23791;7;3;0;1;4;1;4;1;0;1;3;1
FvH4_1g08120;1035;918;1046;1296;1218;1205;347;513;415;629;733;633
FvH4_5g25900;1660;1668;1919;1273;1059;1009;626;772;748;1021;1123;907
FvH4_5g01930;245;244;279;157;142;93;60;102;46;47;98;39
FvH4_6g17810;680;745;697;1086;1007;681;1893;2360;1936;1789;2663;1898
FvH4_1g11770;229;251;237;260;210;159;123;135;142;179;201;131
FvH4_6g05830;514;501;539;222;173;137;39;34;48;171;197;122
FvH4_4g36551;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g13910;2063;1866;2072;882;640;578;929;911;1182;766;769;655
FvH4_6g29801;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g29800;123;141;113;79;83;96;65;190;36;36;858;62
FvH4_5g01940;0;0;2;0;0;0;1;0;0;0;0;0
FvH4_4g36550;0;0;0;0;0;0;0;0;0;1;0;0
FvH4_1g21100;73;73;76;32;41;31;14;27;23;23;51;16
FvH4_1g23760;46;59;50;14;14;12;14;5;14;1;10;1
FvH4_1g11761;177;154;132;119;93;88;124;137;151;156;174;147
FvH4_1g08110;995;986;904;1729;2018;2015;958;1380;1056;2200;2680;2064
FvH4_1g11760;181;181;172;3463;3601;2603;374;433;253;3179;5869;2707
FvH4_5g01941;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g01942;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g17800;792;675;881;166;195;153;795;843;1092;454;411;466
FvH4_5g01943;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g01944;131;146;136;29;22;22;119;84;170;124;81;115
FvH4_5g13930;5;4;2;2;2;1;4;2;10;7;10;8
FvH4_6g05820;162;152;214;3;4;4;3;6;6;16;7;5
FvH4_5g13920;607;496;561;1232;1110;914;311;460;307;1118;1423;1180
FvH4_6g29810;160;145;195;126;131;95;21;21;55;28;11;75
FvH4_5g01950;418;417;426;248;214;186;2923;3048;3805;2585;3478;2332
FvH4_4g36560;976;840;919;873;719;619;482;641;446;632;865;606
FvH4_1g23770;12;16;15;7;1;7;27;41;62;40;22;33
FvH4_1g21110;925;809;907;977;1161;862;117;419;100;148;601;139
FvH4_6g17830;718;680;674;370;323;300;178;177;266;228;196;153
FvH4_1g08140;407;342;413;374;329;310;299;457;247;346;568;304
FvH4_1g08141;606;520;654;202;186;118;361;385;436;283;260;258
FvH4_5g01910;0;0;0;1;0;0;0;0;0;0;0;0
FvH4_5g01911;95;77;103;170;149;152;29;89;44;120;215;83
FvH4_1g11790;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g23740;80;87;64;845;891;1043;53;276;32;21;154;45
FvH4_6g05850;88;54;62;128;92;84;53;175;60;104;247;87
FvH4_6g05851;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_4g36570;306;277;353;79;108;110;2565;3757;2464;535;1993;475
FvH4_1g08131;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g08132;0;0;0;1;0;1;0;0;0;0;0;0
FvH4_1g08130;608;547;528;332;305;313;193;248;239;271;330;228
FvH4_5g01920;176;173;151;211;154;178;33;93;45;120;204;142
FvH4_1g11780;1937;1768;1772;2235;1856;1470;822;1157;755;1372;1754;1522
FvH4_1g23750;3;1;0;22;6;5;2;6;1;44;17;72
FvH4_6g05840;200;193;224;216;114;97;1117;1141;1286;1031;1200;1162
FvH4_4g36580;662;645;707;311;304;239;293;303;365;379;241;295
FvH4_1g11730;736;619;638;494;355;346;47493;34238;49695;15153;13573;14847
FvH4_6g17850;2;2;2;0;3;0;1;0;3;3;6;5
FvH4_7g12130;153;117;117;241;147;109;18;16;5;38;43;25
FvH4_6g42810;0;2;0;1;0;0;0;0;0;1;1;0
FvH4_7g00150;278;230;265;477;539;466;132;284;144;201;312;140
FvH4_3g37070;6;8;5;1;0;1;2;3;6;7;1;2
FvH4_6g03210;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g30820;623;602;675;354;203;245;298;341;328;701;566;592
FvH4_6g29840;117;111;125;30;37;40;151;162;202;27;39;32
FvH4_6g05870;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g24120;28192;25612;29707;43085;37866;36673;13005;10287;12920;7725;8090;6666
FvH4_7g26780;80;41;65;22;14;8;9;5;8;2;9;1
FvH4_3g25080;780;787;833;509;664;408;231;693;137;101;569;84
FvH4_3g25081;792;824;1018;107;172;117;197;1007;196;192;405;156
FvH4_6g17841;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g17840;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g11721;1178;998;1011;914;896;727;271;350;309;573;680;517
FvH4_1g11720;95;84;90;117;132;51;0;10;0;43;66;35
FvH4_6g42800;99;91;110;42;20;47;817;1406;1082;148;210;174
FvH4_7g12140;0;0;0;0;0;0;0;0;0;0;1;0
FvH4_7g00160;179;198;239;236;203;174;164;203;177;156;225;153
FvH4_3g37060;0;0;1;1;0;0;0;0;0;0;0;0
FvH4_6g30830;239;283;298;79;73;52;23;55;58;165;148;114
FvH4_1g23730;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g29850;1155;1162;1058;2999;3054;2482;3610;5236;3569;782;2483;842
FvH4_6g05860;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g24110;1134;1249;1396;1444;1123;990;585;1081;714;1191;1295;983
FvH4_7g26770;2;1;2;10;5;7;5;3;3;9;12;8
FvH4_3g25090;3740;3505;3982;2228;2133;2083;2055;2441;2338;2785;3193;2250
FvH4_1g11750;445;380;438;478;456;454;106;198;98;217;305;204
FvH4_5g35290;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g15210;1215;1194;1251;628;614;446;557;1434;652;790;1170;755
FvH4_7g00170;309;366;383;113;71;50;128;125;203;144;137;126
FvH4_7g12150;8;6;5;3;0;1;0;0;0;2;3;2
FvH4_6g17870;1353;1181;1654;6987;3813;3367;891;933;949;1152;1135;852
FvH4_6g29820;1173;1088;1110;1328;1193;1140;1372;1473;1433;1862;1987;1797
FvH4_6g03230;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g30800;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g29821;481;370;384;285;367;281;161;212;199;101;218;88
FvH4_7g24140;877;856;905;2168;2169;1712;77;87;78;355;467;411
FvH4_3g01090;293;355;361;274;177;208;231;388;262;292;303;270
FvH4_6g05890;458;454;495;132;107;94;85;82;116;37;59;29
FvH4_6g30801;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g30802;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g08100;308;313;329;432;518;475;44;41;31;16;66;16
FvH4_2g09413;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g15200;1169;1107;1277;174;184;154;181;905;139;44;186;24
FvH4_2g09412;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g10400;308;294;360;225;243;206;109;137;209;147;136;157
FvH4_5g35280;7;11;23;7;4;10;0;0;0;0;0;0
FvH4_6g17860;1794;1607;1635;1324;1052;948;1399;1609;1862;2126;1179;1903
FvH4_2g09411;1;3;3;20;15;20;0;1;0;26;10;19
FvH4_7g00180;87;70;92;67;49;54;206;204;239;165;183;171
FvH4_2g09410;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g01080;22;25;33;2;1;0;104;294;95;277;151;250
FvH4_3g37080;6;6;2;5;1;1;40;346;59;52;8;22
FvH4_7g12160;74;78;104;48;32;43;11;18;19;39;52;42
FvH4_3g37082;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g37081;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g03222;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g03221;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g03220;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g23710;16;31;38;27;62;16;5;25;2;133;196;133
FvH4_1g23711;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g23712;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_1g23713;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g24130;1312;1231;1267;2156;1776;1430;360;490;435;745;1238;816
FvH4_7g26790;19;16;27;9;40;13;10;30;29;20;38;24
FvH4_6g05880;17;5;12;25;14;13;3;1;6;25;11;16
FvH4_6g39200;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g39201;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g15231;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g42850;2815;2642;2674;946;1109;898;972;909;1047;448;536;383
FvH4_6g15232;0;0;0;0;0;0;0;0;0;1;0;0
FvH4_3g25040;386;341;337;367;305;248;148;223;214;336;357;313
FvH4_3g25041;1;0;1;0;1;0;1;2;0;0;0;0
FvH4_7g00190;721;636;732;441;400;303;347;424;366;358;442;274
FvH4_7g12170;30;25;16;16;10;17;5;10;6;11;28;27
FvH4_3g40680;6;4;1;5;2;1;2;4;2;3;8;5
FvH4_6g15230;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g17890;6;4;3;49;23;26;130;90;101;117;148;130
FvH4_6g30860;124;119;133;8;11;7;96;98;124;19;45;14
FvH4_3g13060;173;149;120;388;472;298;77;227;84;138;430;178
FvH4_3g39690;777;747;917;177;150;135;803;602;902;538;540;504
FvH4_6g30861;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g37030;1817;1697;1800;1423;1398;1331;695;1104;778;919;1407;804
FvH4_7g24160;0;2;5;20;20;16;1;5;3;10;21;5
FvH4_6g03251;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g29881;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g03250;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g27220;124;112;108;86;56;32;49;60;48;81;59;56
FvH4_6g29880;90;83;80;44;62;28;9;5;1;6;0;3
FvH4_6g15222;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g39211;1;3;1;0;0;0;0;0;0;0;0;0
FvH4_6g42841;0;0;2;4;2;4;2;0;2;2;10;10
FvH4_6g15223;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g42840;81;76;85;173;148;130;92;175;151;248;348;278
FvH4_6g15220;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g15221;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g25050;0;1;0;0;0;0;0;0;1;0;0;2
FvH4_7g12180;757;717;784;451;317;308;247;338;288;268;335;228
FvH4_6g30880;4184;4442;4679;166;437;250;1278;756;1283;75;173;78
FvH4_3g40670;63;74;58;25;25;12;33;22;17;44;42;35
FvH4_3g40671;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g17880;2394;2233;2443;1956;1426;1314;973;1108;1128;1663;1601;1704
FvH4_6g39210;318;296;406;199;167;160;154;249;208;377;390;369
FvH4_6g30870;0;0;0;0;0;0;15;3;19;1;2;4
FvH4_6g30871;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g37020;533;496;647;104;106;74;269;527;326;389;462;367
FvH4_6g30872;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g24151;0;3;2;0;2;0;1;0;3;4;3;3
FvH4_3g13070;147;125;128;88;97;79;56;92;80;134;157;97
FvH4_3g39680;38;29;44;82;34;23;585;672;635;1389;980;1380
FvH4_6g30873;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g24150;294;255;262;3208;2004;1988;45;143;46;1545;3028;1787
FvH4_6g03240;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g27231;0;2;0;0;0;2;0;0;0;3;13;5
FvH4_6g29890;0;0;0;2;0;1;0;2;2;1;2;0
FvH4_6g27230;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g42830;21;26;19;21;13;15;9;2;12;16;9;12
FvH4_1g11710;804;756;751;484;342;346;129;147;162;137;187;129
FvH4_3g13080;219;190;209;89;58;34;182;163;245;51;84;52
FvH4_7g12190;5;2;3;18;10;10;3;0;0;5;7;3
FvH4_6g15251;0;1;0;2;1;0;0;0;0;0;0;0
FvH4_6g15250;9;17;12;3;7;3;0;0;0;0;0;1
FvH4_6g29861;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g37050;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g13081;419;415;341;379;348;303;65;74;89;141;236;116
FvH4_6g30840;730;674;731;650;450;386;1801;1287;2023;1283;1011;1271
FvH4_7g24180;495;517;613;500;419;309;250;211;304;336;357;313
FvH4_6g29860;61;54;35;65;64;39;104;101;94;74;95;53
FvH4_6g03270;293;313;339;194;164;130;117;233;156;207;238;193
FvH4_1g11701;70;65;91;35;22;17;47;32;62;56;60;55
FvH4_1g11700;91;92;113;69;47;29;52;66;69;108;101;88
FvH4_6g42820;0;0;0;0;0;0;0;0;0;1;0;0
FvH4_3g13090;52;38;58;43;47;30;179;151;188;301;287;254
FvH4_3g40690;740;687;632;391;375;340;207;255;197;197;241;171
FvH4_6g15240;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g37040;147;137;192;4;0;2;8;0;8;4;2;3
FvH4_6g30850;883;750;832;677;950;506;176;320;160;598;978;540
FvH4_6g30851;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g25070;545;432;640;59;86;52;142;161;178;50;69;79
FvH4_7g24170;4956;4780;5231;2540;2652;2554;1245;2178;1538;2504;2997;1807
FvH4_6g29870;1;3;3;0;2;0;0;0;0;0;0;0
FvH4_3g25480;1645;1543;1553;3005;2684;2107;675;858;599;962;1440;879
FvH4_5g11380;211;191;211;207;187;153;245;197;290;131;267;157
FvH4_2g34540;1044;879;949;906;754;661;287;648;370;785;993;828
FvH4_5g35350;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g10570;10701;10770;10449;7915;9141;6895;1955;4872;2232;8719;7214;6942
FvH4_6g52580;6;6;2;30;27;26;28;237;10;92;90;114
FvH4_3g37471;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g37470;1287;1141;1199;982;1114;797;595;870;696;696;973;752
FvH4_5g23370;877;920;1007;1395;1122;933;760;907;882;816;1073;959
FvH4_2g09580;746;706;769;517;478;494;402;597;450;870;1045;809
FvH4_2g22560;2112;1905;2182;1589;1362;1176;277;439;325;335;446;317
FvH4_6g40583;735;716;699;1296;1222;926;308;211;461;249;137;257
FvH4_6g40584;322;343;317;39;9;12;637;286;787;19;37;27
FvH4_2g34530;1277;979;928;1230;1582;1437;1209;575;1165;117;232;157
FvH4_2g10582;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g25490;552;512;491;386;418;324;155;204;121;38;115;41
FvH4_5g11390;503;525;631;654;565;511;191;231;249;317;366;275
FvH4_2g10581;0;0;1;0;0;0;1;0;0;0;0;0
FvH4_5g35340;687;683;821;21;15;16;9;7;15;50;38;11
FvH4_2g10580;5;5;7;7;7;5;4;2;7;4;5;1
FvH4_6g52570;7;5;2;3;0;1;62;60;64;83;110;91
FvH4_2g22550;4;2;2;0;4;2;0;0;0;0;0;0
FvH4_3g37460;16389;15331;17067;4084;4335;3865;2556;3394;3419;1887;1976;1452
FvH4_2g09590;659;662;710;1315;1198;961;418;789;453;785;1387;802
FvH4_6g40590;2373;2352;3410;377;501;403;1330;727;1789;875;255;806
FvH4_5g37990;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g37992;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g35330;4;7;2;6;1;2;0;0;0;0;0;0
FvH4_5g37991;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g10590;4;1;0;1;4;2;0;0;1;0;3;1
FvH4_5g11360;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g34560;117;93;98;324;338;253;686;791;829;707;683;727
FvH4_3g01490;40;54;79;21;7;7;89;41;130;309;82;367
FvH4_5g37993;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g39580;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g02510;490;496;520;274;255;226;298;361;396;437;375;316
FvH4_6g52560;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_7g02500;169;175;187;326;254;216;113;152;109;107;159;139
FvH4_5g23350;2259;2154;2426;1528;1467;1190;1002;1496;1262;1340;1939;1287
FvH4_2g22580;844;782;955;581;387;361;407;465;415;316;394;295
FvH4_6g40581;0;1;1;0;0;0;0;0;1;0;0;1
FvH4_6g40582;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g40580;82;62;80;69;48;45;51;68;65;40;146;49
FvH4_7g14500;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g40561;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g34550;41;34;37;30;39;31;9;5;4;8;11;4
FvH4_5g35320;0;0;3;2;5;1;0;3;0;0;0;0
FvH4_6g39590;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g35321;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_5g35322;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g52550;110;84;99;83;49;54;36;99;68;57;122;44
FvH4_7g02520;0;1;0;1;0;0;0;0;0;0;0;0
FvH4_3g37484;36;27;23;73;58;63;14;29;27;29;54;38
FvH4_3g37483;1;4;0;0;0;3;2;8;1;0;0;0
FvH4_6g52540;543;537;520;290;252;227;132;159;148;132;176;131
FvH4_3g37480;31;27;25;19;21;15;16;17;18;14;12;9
FvH4_3g37482;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_3g37481;141;129;116;52;49;49;71;71;89;49;54;51
FvH4_2g22570;579;613;676;364;233;314;451;544;635;700;630;660
FvH4_5g23340;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_6g40570;451;411;549;229;173;151;2347;7523;2360;1055;2942;1126
FvH4_3g25440;95;71;121;62;84;48;2;12;5;1;2;7
FvH4_2g34500;9;3;3;184;163;150;0;1;1;40;73;52
FvH4_3g25441;0;0;1;0;0;0;0;0;0;0;0;0
FvH4_5g35390;1160;1053;1209;826;702;590;610;766;632;842;885;861
FvH4_2g10530;0;0;0;0;0;0;0;0;0;0;0;0
FvH4_2g09540;296;246;260;258;184;255;139;169;113;152;243;149
FvH4_7g02530;8;4;2;21;20;17;0;1;2;16;13;20
